,num_dol,num_dmf,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmf,atoms_tfsi,atoms_ps,atoms_li,count,%
910,4,2,0,1,1,::1O:1O,:1N1O,,,1L,1,0.03000300030003
911,4,2,0,1,1,1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
912,5,3,0,2,1,::::1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
913,4,2,0,1,1,::1O:1O,1N:1O,,,1L,1,0.03000300030003
914,4,2,0,1,1,::1O:1O,1N:1N1O,,,1L,1,0.03000300030003
915,4,2,0,1,1,::1O:1O,1N1O:1O,,,1L,1,0.03000300030003
916,5,3,1,1,1,::1O:1O:1O,:1O:1O,1O,,1L,1,0.03000300030003
917,4,2,0,1,1,:1O:2O:2O,:1O,,,1L,1,0.03000300030003
918,4,2,0,1,1,:1O:1O:2O,:1O,,,1L,1,0.03000300030003
919,5,3,1,1,1,::1O:1O:1O,::1O,,,1L,1,0.03000300030003
920,5,3,1,1,1,:::1O:1O,:1N1O:1O,1O,,1L,1,0.03000300030003
921,4,2,0,1,1,:1O:1O:1O,:,,,1L,1,0.03000300030003
922,5,3,1,1,1,:::1O:1O,:1N:1O,1O,,1L,1,0.03000300030003
923,4,2,0,1,1,:1O:1O:1O,1N1O:1O,,,1L,1,0.03000300030003
924,4,2,0,1,1,1O:1O:1O:2O,:,,,1L,1,0.03000300030003
925,4,2,0,1,1,1O:1O:1O:2O,1N:1O,,,1L,1,0.03000300030003
926,4,2,0,1,1,1O:1O:1O:2O,1N1O:1O,,,1L,1,0.03000300030003
927,5,3,0,1,1,::::2O,1O:1O:1O,,,1L,1,0.03000300030003
928,4,2,1,1,1,::1O:2O,:1O,1O,,1L,1,0.03000300030003
929,4,2,1,1,1,::2O:2O,1N1O:1O,1O,,1L,1,0.03000300030003
930,4,3,0,2,1,::1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
931,4,3,0,2,1,:1O:1O:2O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
932,4,3,0,2,1,:1O:1O:1O,::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
933,3,4,0,1,1,::,1N1O:1N1O:1O:1O,,,1L,1,0.03000300030003
934,4,3,0,1,2,:1O:1O:1O,1N1O:1O:1O,,,1L:1L,1,0.03000300030003
935,4,3,0,1,1,:::2O,:1O:1O,,,1L,1,0.03000300030003
936,5,2,0,2,1,::::1O,:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
937,5,2,0,2,2,:::1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
938,5,2,0,2,2,:::1O:2O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
939,4,3,0,1,1,:::1O,1N1O:1N1O:1O,,,1L,1,0.03000300030003
940,4,3,0,1,1,:::,1N:1O:1O,,,1L,1,0.03000300030003
941,4,3,0,1,1,:::,1N1O:1O:1O,,,1L,1,0.03000300030003
942,4,3,0,1,1,::2O:2O,:1O:1O,,,1L,1,0.03000300030003
943,4,3,0,1,1,::1O:2O,::1N1O,,,1L,1,0.03000300030003
944,4,3,0,1,1,::1O:2O,:1N:1O,,,1L,1,0.03000300030003
945,4,3,0,1,1,::1O:2O,1N:1N1O:1O,,,1L,1,0.03000300030003
946,4,3,0,2,1,::1O:1O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
947,4,3,0,2,1,::1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
948,5,3,0,1,1,::::1O,::1O,,,1L,1,0.03000300030003
949,4,3,0,2,1,::1O:1O,::1O,,1S:1S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
950,4,3,0,3,2,::1O:1O,::1O,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
951,4,3,0,2,2,:::1O,1O:1O:1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
952,4,3,0,2,2,::1O:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
953,4,3,0,2,2,::1O:1O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
954,4,3,0,2,2,1O:1O:1O:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
955,4,3,0,2,1,:::1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
956,4,3,0,2,1,:::1O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
957,5,2,0,2,1,:::1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
958,4,3,0,2,1,:::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
959,4,3,0,2,1,:::1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
960,4,3,0,2,1,:::1O,:1N1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
961,4,3,0,2,1,:::1O,:1N1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
962,4,3,0,2,1,:::,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
963,4,3,0,2,1,:::,:1N1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
964,4,3,0,2,1,::1O:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
965,4,3,0,1,1,::1O:1O,::1N1O,,,1L,1,0.03000300030003
966,5,2,1,1,2,::1O:1O:1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
967,5,3,0,1,0,:1O:1O:1O:1O,::,,,,1,0.03000300030003
968,5,3,0,1,0,::::,:1N:1N1O,,,,1,0.03000300030003
969,4,3,0,1,0,:::,1N:1N:1N1O,,,,1,0.03000300030003
970,5,3,0,1,1,::1O:1O:2O,::1O,,,1L,1,0.03000300030003
971,4,3,0,1,0,::1O:1O,::,,,,1,0.03000300030003
972,5,3,0,1,1,::1O:2O:2O,:1N:1O,,,1L,1,0.03000300030003
973,5,3,0,1,1,:::1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
974,4,2,2,1,1,:::1O,:1O,1O:1O1S,,1L,1,0.03000300030003
975,5,3,0,1,1,:::1O:1O,:1N:1O,,,1L,1,0.03000300030003
976,4,2,2,1,1,:1O:1O:2O,:1O,:,,1L,1,0.03000300030003
977,5,3,0,1,1,:::1O:1O,::1N1O,,,1L,1,0.03000300030003
978,4,2,1,2,1,::1O:2O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
979,4,2,1,1,2,:1O:1O:1O,1N1O:1O,1O,,1L:1L,1,0.03000300030003
980,5,3,0,1,1,::::1O,1O:1O:1O,,,1L,1,0.03000300030003
981,4,2,1,1,1,:::1O,:1O,2O1S,,1L,1,0.03000300030003
982,4,2,1,1,1,:::1O,:1O,1O,,1L,1,0.03000300030003
983,4,2,1,1,1,:::1O,:1N1O,1O1S,,1L,1,0.03000300030003
984,4,3,0,1,0,:::,:1N1O:1O,,,,1,0.03000300030003
985,4,3,0,1,0,:::,:1N:1N1O,,,,1,0.03000300030003
986,4,3,0,1,0,:::,:1N:1O,,,,1,0.03000300030003
987,5,3,0,1,1,::1O:1O:1O,:1N:1N1O,,,1L,1,0.03000300030003
988,4,3,0,1,1,::1O:1O,1N1O:1N1O:1O,,,1L,1,0.03000300030003
989,4,3,0,1,1,:1O:1O:2O,::1O,,,1L,1,0.03000300030003
990,4,3,0,1,1,:1O:1O:2O,:1N:1O,,,1L,1,0.03000300030003
991,4,3,0,1,1,:1O:1O:2O,1N:1N1O:1O,,,1L,1,0.03000300030003
992,5,3,0,1,1,:1O:1O:1O:1O,:1N:1O,,,1L,1,0.03000300030003
993,4,3,0,1,1,:1O:1O:1O,:1N:1N1O,,,1L,1,0.03000300030003
994,4,3,0,1,1,:1O:1O:1O,1N:1O:1O,,,1L,1,0.03000300030003
995,4,3,0,1,0,:::,::,,,,1,0.03000300030003
996,4,3,0,1,1,:1O:1O:1O,1N1O:1O:1O,,,1L,1,0.03000300030003
997,4,3,0,1,1,1O:1O:1O:1O,:1N:1O,,,1L,1,0.03000300030003
998,5,3,0,1,1,::1O:1O:1O,:1N:1O,,,1L,1,0.03000300030003
999,5,3,0,1,1,::1O:1O:2O,1N:1O:1O,,,1L,1,0.03000300030003
1000,4,3,0,1,1,1O:1O:1O:1O,1N:1O:1O,,,1L,1,0.03000300030003
1001,4,3,0,1,0,:::1O,:1N1O:1O,,,,1,0.03000300030003
1002,4,3,0,1,2,::1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
1003,0,4,0,1,1,,::1O:1O,,,1L,1,0.03000300030003
1004,3,4,0,1,1,:1O:2O,::1N:1O,,,1L,1,0.03000300030003
1005,1,7,0,1,1,1O,::::1N:1N1O:1O,,,1L,1,0.03000300030003
1006,1,7,1,1,2,,::1N1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1007,1,7,1,1,1,,:::::1O:1O,1O,,1L,1,0.03000300030003
1008,1,7,1,1,1,,:::1O:1O:1O:1O,,,1L,1,0.03000300030003
1009,1,7,0,2,2,,::1N1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1010,1,7,0,2,1,,::::1O:1O:1O,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
1011,1,7,0,1,2,1O,:1N:1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1012,1,7,0,1,2,,:::1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1013,1,7,0,1,2,,::1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1014,1,7,0,1,2,,:1N1O:1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1015,1,7,0,1,1,1O,:::1O:1O:1O:1O,,,1L,1,0.03000300030003
1016,1,6,1,1,2,1O,:1N1O:1N1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1017,1,7,0,1,1,,::::1N1O:1O:1O,,,1L,1,0.03000300030003
1018,1,7,0,1,1,,:::1O:1O:1O:1O,,,1L,1,0.03000300030003
1019,1,7,0,1,1,,:::1N:1N1O:1O:1O,,,1L,1,0.03000300030003
1020,1,7,0,1,1,,:::1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1021,1,7,0,1,1,,::1N:1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1022,1,7,0,1,0,,::::::1N,,,,1,0.03000300030003
1023,1,6,2,1,2,,::1O:1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1024,1,6,1,2,3,,:1O:1O:1O:1O:1O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1025,1,6,1,1,2,1O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1026,1,7,1,1,2,,::1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1027,1,7,1,1,2,1O,::1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1028,1,8,0,1,1,,:::::1N1O:1O:1O,,,1L,1,0.03000300030003
1029,1,8,0,1,1,1O,::::::1O:1O,,,1L,1,0.03000300030003
1030,2,3,0,1,1,1O:2O,::1O,,,1L,1,0.03000300030003
1031,2,3,0,1,1,1O:2O,:1O:1O,,,1L,1,0.03000300030003
1032,2,3,0,1,1,1O:1O,::1N1O,,,1L,1,0.03000300030003
1033,2,3,0,1,1,1O:1O,:1N:1O,,,1L,1,0.03000300030003
1034,2,3,0,1,1,1O:1O,:1N1O:1N1O,,,1L,1,0.03000300030003
1035,2,3,0,1,0,:,:1N1O:1N1O,,,,1,0.03000300030003
1036,2,2,1,2,1,1O:1O,:1N,1O,1S:1S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1037,2,2,1,1,1,:1O,1N:1O,2O1S,,1L,1,0.03000300030003
1038,2,2,0,3,1,:1O,:1O,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1039,2,2,0,3,1,:,:,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1040,2,2,0,2,1,:1O,:1N1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1041,2,2,0,2,1,:,1N:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1042,2,2,0,2,1,1O:2O,1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1043,2,2,0,2,1,1O:1O,:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1044,2,1,0,3,2,1O:1O,1O,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1045,1,8,1,1,2,,:::1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1046,1,8,1,1,2,,:1N:1N:1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1047,1,8,0,1,3,1O,:1O:1O:1O:1O:1O:1O:1O,,,1L:1L:1L,1,0.03000300030003
1048,1,8,0,1,2,1O,::1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1049,1,6,1,1,2,1O,:1O:1O:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1050,1,6,1,1,2,,::1N1O:1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
1051,2,3,0,1,1,:,1O:1O:1O,,,1L,1,0.03000300030003
1052,1,6,0,1,1,1O,:1N:1O:1O:1O:1O,,,1L,1,0.03000300030003
1053,1,6,0,1,2,2O,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1054,1,6,0,1,2,2O,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1055,1,6,0,1,2,1O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1056,1,6,0,1,2,1O,::1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1057,1,6,0,1,2,1O,:1N1O:1N1O:1N1O:1O:1O,,,1L:1L,1,0.03000300030003
1058,1,6,0,1,2,1O,1N1O:1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1059,1,6,0,1,2,,1N1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1060,1,6,0,1,1,1O,:::1N1O:1N1O:1O,,,1L,1,0.03000300030003
1061,1,6,0,1,1,1O,::1O:1O:1O:1O,,,1L,1,0.03000300030003
1062,1,6,0,1,1,1O,:1N1O:1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1063,1,6,1,1,2,,:1O:1O:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
1064,1,6,0,1,1,,::::1O:1O,,,1L,1,0.03000300030003
1065,1,6,0,1,1,,::1O:1O:1O:1O,,,1L,1,0.03000300030003
1066,1,6,0,1,1,,::1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1067,1,6,0,1,1,,::1N1O:1N1O:1O:1O,,,1L,1,0.03000300030003
1068,1,6,0,1,1,,:1N:1O:1O:1O:1O,,,1L,1,0.03000300030003
1069,1,6,0,1,1,,:1N:1N:1O:1O:1O,,,1L,1,0.03000300030003
1070,1,6,0,1,1,,:1N1O:1N1O:1N1O:1O:1O,,,1L,1,0.03000300030003
1071,1,6,0,1,0,1O,::::1N1O:1N1O,,,,1,0.03000300030003
1072,1,6,0,1,0,,::::1N:1N,,,,1,0.03000300030003
1073,1,6,0,2,1,,:1N:1N:1O:1O:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1074,1,6,0,2,1,1O,:::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1075,1,6,0,2,2,,:1N:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1076,1,6,0,2,2,,:1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1077,1,6,1,1,2,,:1O:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1078,1,6,1,1,2,,:1N1O:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1079,1,6,1,1,2,,:1N1O:1O:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1080,1,6,1,1,2,,1O:1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1081,1,6,1,1,2,,1N:1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1082,1,6,1,1,2,,1N:1N1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1083,1,6,1,1,1,2O,:::1O:1O:1O,1O,,1L,1,0.03000300030003
1084,1,6,1,1,1,1O,:::1N1O:1O:1O,,,1L,1,0.03000300030003
1085,1,6,1,1,1,1O,::1N:1N:1O:1O,1O,,1L,1,0.03000300030003
1086,1,6,1,1,1,1O,::1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1087,1,6,1,1,1,,:::1N:1O:1O,2O1S,,1L,1,0.03000300030003
1088,1,6,1,1,1,,:::1N:1O:1O,1O,,1L,1,0.03000300030003
1089,1,6,1,1,1,,:::1N1O:1O:1O,,,1L,1,0.03000300030003
1090,1,6,1,1,1,,::1N:1N1O:1O:1O,,,1L,1,0.03000300030003
1091,1,6,1,1,1,,::1N1O:1O:1O:1O,1O,,1L,1,0.03000300030003
1092,1,6,1,1,1,,:1N1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
1093,1,6,0,2,2,1O,::1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1094,1,6,0,2,2,1O,:1N1O:1O:1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1095,1,6,0,2,2,,::1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1096,2,3,0,1,1,:,1N1O:1O:1O,,,1L,1,0.03000300030003
1097,2,3,0,1,1,:1O,1N1O:1N1O:1O,,,1L,1,0.03000300030003
1098,1,5,2,1,2,2O,:1N1O:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
1099,2,4,0,1,1,:,1N1O:1N1O:1O:1O,,,1L,1,0.03000300030003
1100,2,4,0,1,1,:1O,:1O:1O:1O,,,1L,1,0.03000300030003
1101,2,4,0,1,1,:1O,:1N:1N1O:1N1O,,,1L,1,0.03000300030003
1102,2,4,0,1,1,:1O,1O:1O:1O:1O,,,1L,1,0.03000300030003
1103,2,4,0,1,1,:1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
1104,2,4,0,1,1,:1O,1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1105,2,4,0,1,1,:,::1O:1O,,,1L,1,0.03000300030003
1106,2,4,0,1,1,:,:1N1O:1N1O:1O,,,1L,1,0.03000300030003
1107,2,4,0,1,1,:,1O:1O:1O:1O,,,1L,1,0.03000300030003
1108,2,4,0,1,1,:,1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1109,2,4,0,1,1,1O:2O,::1N:1O,,,1L,1,0.03000300030003
1110,2,3,2,1,1,:,1N:1O:1O,:1O,,1L,1,0.03000300030003
1111,2,4,0,1,1,1O:2O,::1N1O:1O,,,1L,1,0.03000300030003
1112,2,4,0,1,1,1O:2O,:1O:1O:1O,,,1L,1,0.03000300030003
1113,2,4,0,1,1,1O:2O,:1N:1N1O:1O,,,1L,1,0.03000300030003
1114,2,4,0,1,1,1O:1O,:::1N1O,,,1L,1,0.03000300030003
1115,2,4,0,1,1,1O:1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
1116,2,4,0,1,1,1O:1O,1N:1N:1N1O:1O,,,1L,1,0.03000300030003
1117,2,4,0,1,1,1O:1O,1N1O:1O:1O:1O,,,1L,1,0.03000300030003
1118,2,4,0,1,0,:1O,:::1O,,,,1,0.03000300030003
1119,2,4,0,1,0,:,:::1N,,,,1,0.03000300030003
1120,2,4,0,1,1,:1O,:::1N1O,,,1L,1,0.03000300030003
1121,2,4,0,1,1,:2O,::1N:1O,,,1L,1,0.03000300030003
1122,2,4,0,1,2,1O:1O,:1N1O:1O:1O,,,1L:1L,1,0.03000300030003
1123,2,4,0,1,2,1O:2O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1124,2,4,0,2,1,:1O,::1N:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1125,2,4,0,2,1,:1O,::1N:1N1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1126,2,4,0,2,1,:1O,:1N:1O:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1127,2,4,0,2,1,:1O,:1N:1N1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1128,2,4,0,2,1,:1O,:1N1O:1N1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1129,2,4,0,2,1,:1O,:1N1O:1N1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1130,2,4,0,2,1,:1O,1N:1N1O:1N1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1131,2,4,0,2,1,:,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1132,2,4,0,2,1,:,:1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1133,2,4,0,2,1,:,:1N:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1134,2,4,0,2,1,:,:1N:1N1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1135,2,4,0,2,1,:,:1N1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1136,2,4,0,2,1,:,:1N1O:1N1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1137,2,4,0,2,1,1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1138,2,4,0,2,1,1O:1O,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1139,2,4,0,1,2,:2O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
1140,2,4,0,1,2,:2O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1141,2,4,0,1,2,:1O,:1N1O:1O:1O,,,1L:1L,1,0.03000300030003
1142,2,4,0,1,2,:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1143,2,3,2,1,2,1O:1O,:1N1O:1O,:2O,,1L:1L,1,0.03000300030003
1144,2,3,2,1,1,1O:1O,::1N1O,:1O,,1L,1,0.03000300030003
1145,2,3,0,1,1,:1O,1N:1N1O:1O,,,1L,1,0.03000300030003
1146,2,3,0,2,1,:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1147,2,3,0,2,2,:1O,1O:1O:1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1148,2,3,0,2,2,1O:1O,:1O:1O,,2S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1149,2,3,0,2,2,1O:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1150,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1151,2,3,0,2,1,:2O,:1N:1N1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1152,2,3,0,2,1,:1O,::1N1O,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
1153,2,3,0,2,1,:1O,::1N,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
1154,2,3,0,2,1,:1O,::,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1155,2,3,0,2,1,:1O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1156,2,3,0,2,1,:1O,:1N:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1157,2,3,1,3,2,1O:1O,:1N:1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1158,2,3,0,2,1,:1O,:1N:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1159,2,3,0,2,1,:1O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1160,2,3,0,2,1,:1O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1161,2,3,0,2,1,:1O,:1N:1N1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1162,2,3,0,2,1,:1O,1N:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1163,2,3,0,2,1,:1O,1N:1N1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1164,2,3,0,2,1,1O:1O,1N:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1165,2,3,0,1,2,:2O,1N1O:1O:1O,,,1L:1L,1,0.03000300030003
1166,2,3,0,1,2,1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
1167,2,3,0,2,2,:1O,:1O:1O,,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1168,2,3,0,3,2,1O:1O,:1N1O:1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1169,2,3,0,3,2,1O:1O,:1N1O:1O,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1170,2,3,0,3,2,1O:1O,:1N:1N1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1171,2,3,1,2,2,2O:2O,1O:1O:1O,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1172,2,3,1,2,2,1O:1O,1O:1O:1O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1173,2,3,1,2,1,1O:2O,::1N1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1174,2,3,1,2,1,1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1175,2,3,1,1,1,:1O,::1O,2O1S,,1L,1,0.03000300030003
1176,2,3,1,1,1,:1O,:1N:1O,1O,,1L,1,0.03000300030003
1177,2,3,1,1,1,:1O,:1N1O:1N1O,1O,,1L,1,0.03000300030003
1178,2,3,1,1,1,:,:1N1O:1O,,,1L,1,0.03000300030003
1179,2,3,1,1,1,:,1N1O:1N1O:1O,,,1L,1,0.03000300030003
1180,2,3,1,1,1,1O:2O,1N1O:1O:1O,,,1L,1,0.03000300030003
