,num_dol,num_degdbe,num_tfsi,num_ps,num_li,atoms_dol,atoms_degdbe,atoms_tfsi,atoms_ps,atoms_li,count,%
623,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
624,5,2,0,2,1,::1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
625,1,2,0,1,1,,:2O,,,1L,1,0.03000300030003
626,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
627,1,2,0,2,1,1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
628,1,2,0,2,1,1O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
629,6,0,1,1,2,:1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
630,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
631,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
632,6,0,1,1,2,::1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
633,6,1,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
634,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
635,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
636,1,2,0,1,2,1O,1O:2O,,,1L:1L,1,0.03000300030003
637,1,2,0,1,1,1O,2O:2O,,,1L,1,0.03000300030003
638,1,2,0,1,1,1O,1O:3O,,,1L,1,0.03000300030003
639,6,1,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
640,1,2,0,2,2,1O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
641,6,1,0,2,1,::1O:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
642,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
643,6,1,0,2,1,:::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
644,1,2,0,2,2,2O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
645,6,0,1,1,1,:::1O:1O:2O,,1O,,1L,1,0.03000300030003
646,6,0,1,1,1,:::1O:1O:1O,,1O1S,,1L,1,0.03000300030003
647,1,2,0,2,2,2O,:3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
648,6,0,1,1,1,:::1O:1O:1O,,1N3O2S,,1L,1,0.03000300030003
649,1,1,2,1,2,1O,,1O:2O,,1L:1L,1,0.03000300030003
650,6,1,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
651,1,2,1,1,1,,1O:3O,1O,,1L,1,0.03000300030003
652,1,2,1,1,1,,:1O,1N2O1S,,1L,1,0.03000300030003
653,1,2,1,1,1,,:2O,,,1L,1,0.03000300030003
654,6,0,0,3,2,::1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
655,6,0,0,2,2,::1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
656,6,0,0,2,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
657,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
658,1,3,0,1,1,2O,::2O,,,1L,1,0.03000300030003
659,6,1,0,1,1,::::1O:1O,1O,,,1L,1,0.03000300030003
660,1,4,1,1,1,,:::3O,1O,,1L,1,0.03000300030003
661,5,1,0,1,2,::1O:1O:1O,3O,,,1L:1L,1,0.03000300030003
662,5,1,0,2,1,:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
663,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
664,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
665,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
666,5,1,0,2,1,::1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
667,6,2,0,1,1,::::1O:1O,:,,,1L,1,0.03000300030003
668,1,3,2,1,1,1O,::,:2O,,1L,1,0.03000300030003
669,1,4,0,1,1,1O,:::1O,,,1L,1,0.03000300030003
670,2,2,0,2,2,:1O,2O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
671,1,4,0,1,1,,:::2O,,,1L,1,0.03000300030003
672,5,1,0,2,1,::::1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
673,5,1,0,2,1,::::1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
674,1,4,0,1,1,,:::1O,,,1L,1,0.03000300030003
675,1,4,1,1,1,1O,:::,1N2O,,1L,1,0.03000300030003
676,6,2,0,1,2,1O:1O:1O:1O:1O:2O,:,,,1L:1L,1,0.03000300030003
677,6,2,0,2,1,:::1O:1O:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
678,5,1,0,1,2,:1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
679,5,1,0,1,2,1O:1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
680,6,2,0,2,1,::::1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
681,1,5,1,1,1,,::::1O,1O,,1L,1,0.03000300030003
682,1,5,1,1,1,1O,::::,1O,,1L,1,0.03000300030003
683,5,1,0,1,1,::::1O,,,,1L,1,0.03000300030003
684,2,0,2,1,2,1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
685,5,1,0,1,1,:::1O:2O,,,,1L,1,0.03000300030003
686,6,2,1,1,1,:::1O:1O:1O,:,1O,,1L,1,0.03000300030003
687,5,1,0,1,1,:::1O:1O,3O,,,1L,1,0.03000300030003
688,5,1,0,1,1,:::1O:1O,2O,,,1L,1,0.03000300030003
689,5,1,0,1,1,:::1O:1O,1O,,,1L,1,0.03000300030003
690,5,1,0,1,1,:::1O:1O,,,,1L,1,0.03000300030003
691,1,1,0,1,1,1O,3O,,,1L,1,0.03000300030003
692,5,1,0,2,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
693,5,1,0,2,2,::1O:1O:1O,3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
694,1,1,0,2,2,1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
695,5,1,1,2,2,:1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
696,5,1,1,1,2,::1O:1O:1O,3O,,,1L:1L,1,0.03000300030003
697,5,1,1,1,2,::1O:1O:1O,3O,1O,,1L:1L,1,0.03000300030003
698,1,3,0,2,2,1O,:2O:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
699,5,1,1,2,1,:::1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
700,5,1,1,2,1,::::1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
701,5,1,1,2,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
702,5,1,1,2,2,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
703,1,1,0,1,2,2O,3O,,,1L:1L,1,0.03000300030003
704,5,1,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
705,1,3,0,2,2,1O,:1O:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
706,1,3,0,2,1,1O,::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
707,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,1,0.03000300030003
708,1,3,0,1,2,2O,:2O:3O,,,1L:1L,1,0.03000300030003
709,1,3,0,1,2,1O,:3O:3O,,,1L:1L,1,0.03000300030003
710,5,1,1,1,2,::1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
711,1,3,1,1,1,,:1O:3O,1O,,1L,1,0.03000300030003
712,5,1,1,1,2,1O:1O:1O:1O:1O,,1N1O,,1L:1L,1,0.03000300030003
713,5,1,1,1,1,::::1O,,1O,,1L,1,0.03000300030003
714,5,1,1,1,1,:::1O:1O,1O,2O,,1L,1,0.03000300030003
715,5,1,1,1,1,:::1O:1O,1O,1O,,1L,1,0.03000300030003
716,5,1,1,1,1,:::1O:1O,,2O1S,,1L,1,0.03000300030003
717,1,3,1,1,1,,::2O,2O,,1L,1,0.03000300030003
718,5,1,1,1,1,:::1O:1O,,1O1S,,1L,1,0.03000300030003
719,6,1,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
720,5,1,1,1,1,:::1O:1O,,1N2O,,1L,1,0.03000300030003
721,5,1,1,1,1,::1O:1O:2O,,1O,,1L,1,0.03000300030003
722,5,1,1,1,1,::1O:1O:1O,1O,1O,,1L,1,0.03000300030003
723,6,2,0,1,1,::1O:1O:1O:1O,:,,,1L,1,0.03000300030003
724,6,2,0,1,1,::1O:1O:1O:2O,:,,,1L,1,0.03000300030003
725,1,3,1,1,1,2O,::2O,2O1S,,1L,1,0.03000300030003
726,1,3,1,1,2,1O,:1O:2O,2O,,1L:1L,1,0.03000300030003
727,3,1,2,1,1,::1O,,1O:1O,,1L,1,0.03000300030003
728,4,1,1,2,2,::1O:1O,3O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
729,2,2,0,2,2,:1O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
730,3,3,0,2,1,::1O,::,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
731,3,3,0,2,1,1O:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
732,3,3,0,2,1,1O:1O:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
733,3,1,0,2,2,1O:1O:1O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
734,3,1,0,2,1,::1O,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
735,3,1,0,2,1,::1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
736,3,3,0,2,1,:1O:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
737,3,3,0,2,1,:1O:2O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
738,3,3,0,2,1,::1O,::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
739,3,2,1,1,2,1O:1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
740,3,3,0,2,1,::1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
741,3,1,0,2,1,::1O,,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
742,3,3,1,1,1,:1O:1O,::,1N2O,,1L,1,0.03000300030003
743,3,1,0,2,1,::1O,,,2S:3S:3S:3S:4S:4S:4S:5S,1L,1,0.03000300030003
744,3,1,0,2,1,::1O,,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
745,3,1,0,2,1,:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
746,3,3,1,1,2,1O:1O:1O,::2O,1O,,1L:1L,1,0.03000300030003
747,3,1,0,2,2,1O:1O:1O,3O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
748,3,1,0,2,2,1O:1O:2O,3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
749,3,3,0,1,1,::1O,::1O,,,1L,1,0.03000300030003
750,3,3,0,1,1,::1O,::,,,1L,1,0.03000300030003
751,3,1,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
752,3,2,1,1,2,1O:1O:1O,:3O,2O,,1L:1L,1,0.03000300030003
753,3,2,1,1,2,1O:1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
754,3,2,1,1,2,:1O:1O,1O:3O,1O,,1L:1L,1,0.03000300030003
755,3,2,1,1,2,:1O:1O,:,2O,,1L:1L,1,0.03000300030003
756,3,1,1,1,1,1O:1O:2O,,,,1L,1,0.03000300030003
757,3,2,1,2,2,1O:1O:1O,:,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
758,3,2,2,1,1,1O:1O:1O,:,:1O,,1L,1,0.03000300030003
759,3,1,1,1,1,1O:1O:1O,1O,1O,,1L,1,0.03000300030003
760,3,2,2,1,1,:1O:1O,:,:2O1S,,1L,1,0.03000300030003
761,3,2,2,1,1,::1O,:,1O:2O,,1L,1,0.03000300030003
762,3,2,2,1,2,1O:1O:1O,:,1O:2O,,1L:1L,1,0.03000300030003
763,3,1,0,2,2,:1O:1O,3O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
764,3,1,0,2,2,:1O:1O,2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
765,3,3,0,1,1,:1O:1O,::3O,,,1L,1,0.03000300030003
766,3,4,0,1,1,1O:1O:1O,:::,,,1L,1,0.03000300030003
767,3,1,0,2,1,:1O:1O,,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
768,3,4,0,2,1,:1O:1O,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
769,3,1,0,2,1,1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
770,3,1,0,2,1,1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
771,4,0,1,1,1,::1O:1O,,2O,,1L,1,0.03000300030003
772,4,0,1,1,1,::1O:1O,,3O,,1L,1,0.03000300030003
773,3,1,0,1,2,1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
774,3,1,0,1,1,::2O,3O,,,1L,1,0.03000300030003
775,4,0,1,1,2,1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
776,3,1,0,1,1,::1O,,,,1L,1,0.03000300030003
777,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
778,4,0,1,1,2,1O:1O:1O:1O,,3O,,1L:1L,1,0.03000300030003
779,3,0,2,1,2,:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
780,4,0,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
781,4,0,1,1,2,1O:1O:1O:2O,,3O1S,,1L:1L,1,0.03000300030003
782,4,0,1,1,2,1O:1O:1O:2O,,3O2S,,1L:1L,1,0.03000300030003
783,4,0,1,1,2,:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
784,3,0,2,1,2,1O:1O:1O,,:1N3O2S,,1L:1L,1,0.03000300030003
785,4,0,1,1,1,::1O:1O,,1N2O,,1L,1,0.03000300030003
786,4,0,1,1,1,1O:1O:1O:1O,,2O,,1L,1,0.03000300030003
787,3,4,1,1,1,1O:1O:1O,:::,1O,,1L,1,0.03000300030003
788,4,0,0,3,2,:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
789,3,4,1,1,1,::,:::2O,1O,,1L,1,0.03000300030003
790,4,0,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
791,3,1,0,2,1,:1O:1O,,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
792,4,0,0,1,1,::1O:1O,,,,1L,1,0.03000300030003
793,3,1,0,2,1,:1O:1O,,,2S:3S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
794,4,0,0,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
795,4,0,0,2,1,:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
796,4,0,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
797,4,0,0,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
798,4,0,0,2,1,::1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
799,4,0,0,2,1,::1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
800,3,1,0,2,1,:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
801,4,0,0,2,1,::1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
802,4,0,0,2,1,:::1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
803,4,0,0,3,2,:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
804,3,2,1,1,2,1O:1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
805,3,2,1,1,2,1O:1O:1O,:1O,2O,,1L:1L,1,0.03000300030003
806,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
807,3,2,0,1,1,::1O,1O:2O,,,1L,1,0.03000300030003
808,3,1,1,2,2,:1O:1O,1O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
809,3,1,1,2,1,::1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
810,3,2,0,1,1,:1O:2O,:2O,,,1L,1,0.03000300030003
811,3,2,0,1,1,::,1O:3O,,,1L,1,0.03000300030003
812,3,2,0,1,1,::,:,,,1L,1,0.03000300030003
813,3,1,1,2,1,:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
814,3,1,1,1,2,:1O:2O,3O,2O,,1L:1L,1,0.03000300030003
815,3,2,0,1,1,::1O,1O:3O,,,1L,1,0.03000300030003
816,3,1,1,1,1,:1O:1O,,2O1S,,1L,1,0.03000300030003
817,3,1,1,1,2,:1O:1O,3O,2O1S,,1L:1L,1,0.03000300030003
818,3,1,1,1,2,:1O:1O,3O,1N3O2S,,1L:1L,1,0.03000300030003
819,3,2,0,1,1,::2O,:3O,,,1L,1,0.03000300030003
820,3,2,0,1,2,1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
821,3,1,1,1,2,:1O:1O,2O,1N3O2S,,1L:1L,1,0.03000300030003
822,3,2,0,1,2,1O:1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
823,3,1,1,1,2,:1O:1O,,1O,,1L:1L,1,0.03000300030003
824,3,1,1,2,2,:1O:1O,2O,1N3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
825,3,1,1,2,2,:1O:1O,2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
826,3,2,0,1,1,:1O:1O,1O:3O,,,1L,1,0.03000300030003
827,3,2,0,1,1,1O:1O:2O,:,,,1L,1,0.03000300030003
828,3,1,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
829,3,1,2,1,2,1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
830,3,1,2,1,2,1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
831,3,1,2,1,1,:1O:1O,,:2O,,1L,1,0.03000300030003
832,3,1,2,1,1,:1O:1O,,1O:1O,,1L,1,0.03000300030003
833,3,1,2,1,2,1O:1O:1O,3O,:1O,,1L:1L,1,0.03000300030003
834,3,1,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
835,3,1,2,1,2,1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
836,3,1,2,1,2,:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
837,3,1,2,1,2,:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
838,3,1,2,1,2,:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
839,3,1,2,1,2,:1O:1O,,:3O1S,,1L:1L,1,0.03000300030003
840,3,1,2,1,1,1O:1O:1O,,:1O,,1L,1,0.03000300030003
841,3,1,1,2,2,:1O:1O,3O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
842,3,1,1,2,2,:1O:1O,2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
843,3,1,1,1,2,1O:1O:2O,2O,2O1S,,1L:1L,1,0.03000300030003
844,3,2,0,1,2,1O:1O:2O,:2O,,,1L:1L,1,0.03000300030003
845,3,2,0,1,2,:1O:1O,3O:3O,,,1L:1L,1,0.03000300030003
846,3,1,1,1,2,1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
847,3,2,0,2,2,:1O:1O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
848,3,1,1,1,2,1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
849,3,1,1,1,2,1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
850,3,2,1,1,1,1O:1O:1O,:,2O1S,,1L,1,0.03000300030003
851,3,2,1,1,1,:1O:1O,:,,,1L,1,0.03000300030003
852,3,2,1,1,1,:1O:1O,:,1O1S,,1L,1,0.03000300030003
853,3,1,1,1,1,::1O,,3O,,1L,1,0.03000300030003
854,3,2,1,1,1,:1O:1O,:,3O,,1L,1,0.03000300030003
855,3,2,1,1,1,:1O:1O,:1O,2O,,1L,1,0.03000300030003
856,3,2,1,1,1,:1O:1O,:2O,,,1L,1,0.03000300030003
857,3,2,1,1,1,:1O:1O,:2O,1O,,1L,1,0.03000300030003
858,3,1,1,1,1,:1O:1O,3O,1O,,1L,1,0.03000300030003
859,3,1,1,1,1,:1O:1O,1O,1N1O1S,,1L,1,0.03000300030003
860,3,2,1,1,1,::1O,:,3O1S,,1L,1,0.03000300030003
861,3,1,1,1,1,:1O:1O,,3O1S,,1L,1,0.03000300030003
862,3,2,0,2,2,:1O:1O,:3O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
863,3,2,0,2,2,1O:1O:2O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
864,3,2,0,1,2,:1O:2O,:2O,,,1L:1L,1,0.03000300030003
865,3,1,1,1,2,1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
866,3,2,0,2,1,1O:1O:1O,:,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
867,3,2,0,2,1,1O:1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
868,3,2,0,2,1,:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
869,3,1,1,1,2,1O:1O:1O,3O,1O1S,,1L:1L,1,0.03000300030003
870,3,2,0,2,1,:1O:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
871,3,2,0,2,1,:1O:1O,:,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
872,3,1,1,1,2,1O:1O:1O,2O,3O1S,,1L:1L,1,0.03000300030003
873,3,2,0,2,1,::1O,:,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
874,3,2,0,2,1,::1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
875,3,2,0,2,1,::1O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
876,3,2,0,2,1,::1O,:1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
877,3,2,0,2,1,::1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
878,3,2,0,2,1,::2O,:,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
879,3,2,0,2,2,1O:1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
880,3,1,1,1,2,1O:1O:1O,2O,1N1O1S,,1L:1L,1,0.03000300030003
881,3,0,2,1,2,1O:1O:1O,,1O:3O2S,,1L:1L,1,0.03000300030003
882,3,0,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
883,4,0,1,1,2,:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
884,2,2,1,1,2,1O:1O,:2O,3O1S,,1L:1L,1,0.03000300030003
885,4,1,1,1,1,:::1O,,1O,,1L,1,0.03000300030003
886,2,2,1,2,2,1O:1O,:2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
887,2,2,1,2,1,1O:2O,:,1O,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
888,2,2,1,1,2,:1O,1O:3O,2O,,1L:1L,1,0.03000300030003
889,2,2,1,1,2,1O:2O,:3O,2O,,1L:1L,1,0.03000300030003
890,2,2,1,1,2,1O:1O,:3O,2O,,1L:1L,1,0.03000300030003
891,4,1,1,1,2,1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
892,4,1,1,1,2,1O:1O:1O:1O,3O,,,1L:1L,1,0.03000300030003
893,4,0,1,1,2,:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
894,2,2,1,1,2,1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
895,2,2,1,1,2,1O:1O,:2O,1O,,1L:1L,1,0.03000300030003
896,4,1,1,1,2,:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
897,4,1,1,1,2,:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
898,2,2,1,1,2,1O:1O,2O:3O,,,1L:1L,1,0.03000300030003
899,2,2,1,1,2,1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
900,2,2,1,1,2,1O:1O,1O:3O,,,1L:1L,1,0.03000300030003
901,4,1,1,1,1,::1O:2O,,1O,,1L,1,0.03000300030003
902,4,1,1,1,1,::1O:1O,1O,2O,,1L,1,0.03000300030003
903,4,1,1,1,1,::1O:1O,1O,1O,,1L,1,0.03000300030003
904,2,2,2,1,1,1O:1O,:,1O:1O,,1L,1,0.03000300030003
905,4,1,1,1,1,1O:1O:1O:1O,,2O1S,,1L,1,0.03000300030003
906,2,3,0,1,1,1O:1O,::,,,1L,1,0.03000300030003
907,2,2,2,1,1,:1O,:2O,1O:1O,,1L,1,0.03000300030003
908,2,2,2,1,1,:1O,:,1O:1O1S,,1L,1,0.03000300030003
909,2,2,2,1,1,:1O,:,1O:1O,,1L,1,0.03000300030003
910,2,2,2,1,1,:1O,:,1N1O1S:1O,,1L,1,0.03000300030003
911,2,2,2,1,1,:,:,1O:2O,,1L,1,0.03000300030003
912,4,1,1,1,1,::1O:1O,,,,1L,1,0.03000300030003
913,4,1,1,1,1,::1O:1O,,1N1O,,1L,1,0.03000300030003
914,4,1,1,1,1,::1O:1O,,1N1O1S,,1L,1,0.03000300030003
