,num_dol,num_ofe,num_tfsi,num_ps,num_li,atoms_dol,atoms_ofe,atoms_tfsi,atoms_ps,atoms_li,count,%
1207,4,0,1,1,2,1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1208,4,0,1,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
1209,4,0,1,1,2,1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
1210,4,0,1,1,2,1O:1O:1O:2O,,1N3O1S,,1L:1L,1,0.03000300030003
1211,4,0,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
1212,4,0,1,1,2,1O:1O:2O:2O,,2O1S,,1L:1L,1,0.03000300030003
1213,4,0,1,1,2,:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
1214,4,0,1,1,2,:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1215,4,0,1,2,2,1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1216,4,0,1,2,2,1O:1O:1O:1O,,1N1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1217,4,0,1,2,2,1O:1O:1O:1O,,1N1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1218,4,0,1,2,2,1O:1O:1O:1O,,1N2O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1219,3,1,4,1,2,1O:1O:1O,,:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1220,3,1,3,2,2,1O:1O:1O,,:1O:2O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1221,3,1,1,2,2,1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1222,3,1,3,1,2,:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
1223,3,1,1,2,2,1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1224,3,1,1,2,2,1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1225,3,1,1,2,2,1O:1O:1O,,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1226,3,1,1,2,2,:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1227,3,1,2,1,1,:1O:1O,,1O:1O,,1L,1,0.03000300030003
1228,3,1,2,1,2,1O:1O:1O,,1N1O1S:3O1S,,1L:1L,1,0.03000300030003
1229,3,1,2,1,2,1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1230,3,1,2,1,2,1O:1O:1O,,1N2O1S:2O,,1L:1L,1,0.03000300030003
1231,3,1,2,1,2,1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
1232,3,1,2,1,2,1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
1233,3,1,2,1,2,1O:1O:1O,,1N2O2S:3O1S,,1L:1L,1,0.03000300030003
1234,3,1,2,1,2,1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
1235,3,1,2,1,2,1O:1O:1O,,:3O1S,,1L:1L,1,0.03000300030003
1236,3,1,2,1,2,1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
1237,3,1,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
1238,3,1,2,1,2,:1O:1O,,1N2O2S:1N2O2S,,1L:1L,1,0.03000300030003
1239,3,1,2,1,2,:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1240,3,1,2,1,2,::1O,,2O:2O,,1L:1L,1,0.03000300030003
1241,3,1,2,2,2,1O:1O:1O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1242,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
1243,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:3O1S,,1L:1L,1,0.03000300030003
1244,3,1,3,1,2,1O:1O:1O,,1N1O:1O:1O,,1L:1L,1,0.03000300030003
1245,3,1,3,1,2,1O:1O:1O,,1N2O1S:1O:1O,,1L:1L,1,0.03000300030003
1246,3,1,3,1,2,1O:1O:1O,,1N3O2S:1O:1O,,1L:1L,1,0.03000300030003
1247,3,1,3,1,2,1O:1O:1O,,1O:1O:3O1S,,1L:1L,1,0.03000300030003
1248,3,1,3,1,2,1O:1O:1O,1O,1O:1O:2O,,1L:1L,1,0.03000300030003
1249,3,1,3,1,2,:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
1250,8,1,0,1,1,::::1O:1O:1O:1O,,,,1L,1,0.03000300030003
