,num_dol,num_dms,num_tfsi,num_ps,num_li,atoms_dol,atoms_dms,atoms_tfsi,atoms_ps,atoms_li,count,%
2153,1,5,1,1,1,1O,:1O:1O:2O1S:2O1S,1O,,1L,1,0.03000300030003
2154,1,5,1,1,1,1O,::1O1S:1O1S:2O1S,1O,,1L,1,0.03000300030003
2155,1,5,1,1,1,1O,::1O1S:1O1S:2O1S,2O,,1L,1,0.03000300030003
2156,1,5,1,1,1,1O,::1O:1O1S:2O1S,2O1S,,1L,1,0.03000300030003
2157,1,5,1,1,1,1O,::1O:1O1S:3O1S,2O1S,,1L,1,0.03000300030003
2158,1,5,1,1,1,1O,::1O:1O:1O1S,1O1S,,1L,1,0.03000300030003
2159,1,5,1,1,1,,:1O:1O1S:1O1S:3O1S,1O,,1L,1,0.03000300030003
2160,1,5,1,1,1,,1O:1O:1O:1O1S:1O1S,1O,,1L,1,0.03000300030003
2161,1,5,0,1,2,1O,1O:1O:1O:2O:2O1S,,,1L:1L,1,0.03000300030003
2162,1,5,1,1,0,1O,::1O1S:2O1S:2O1S,,,,1,0.03000300030003
2163,1,5,0,1,2,1O,:1O:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
2164,1,5,0,1,2,1O,::1O:2O1S:3O1S,,,1L:1L,1,0.03000300030003
2165,1,5,0,1,2,2O,1O:1O:2O1S:2O1S:3O1S,,,1L:1L,1,0.03000300030003
2166,1,5,0,1,2,2O,:1O:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
2167,1,5,0,1,2,2O,:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
2168,1,5,0,1,2,2O,:1O:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
2169,1,5,0,1,2,2O,::1O1S:2O1S:3O1S,,,1L:1L,1,0.03000300030003
2170,1,5,0,2,1,,::1O:1O1S:3O1S,,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
2171,1,5,0,2,1,1O,:1O:1O:1O1S:2O1S,,1S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
2172,1,5,0,2,1,1O,:1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
2173,1,5,0,2,1,1O,:1O:1O:1O:2O1S,,2S:2S:2S:2S:3S:3S:4S:4S,1L,1,0.03000300030003
2174,1,5,0,2,1,1O,::1O1S:2O1S:2O1S,,:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
2175,1,5,0,2,1,1O,::1O:1O1S:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2176,1,5,0,2,2,1O,1O:1O1S:1O1S:2O:3O1S,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2177,1,5,0,2,2,1O,:1O:1O:1O1S:2O1S,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2178,1,5,0,2,2,1O,:1O:1O:2O1S:2O1S,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2179,1,5,1,1,0,,:::1O:2O1S,2O1S,,,1,0.03000300030003
2180,2,4,2,1,1,:1O,1O:1O:1O1S:2O,:,,1L,1,0.03000300030003
2181,2,4,2,1,1,:1O,:1O:1O:2O1S,:,,1L,1,0.03000300030003
2182,2,4,2,1,1,:1O,:2O1S:2O1S:2O1S,:,,1L,1,0.03000300030003
2183,3,3,0,1,1,::1O,:2O1S:3O1S,,,1L,1,0.03000300030003
2184,3,3,0,1,1,::1O,1O1S:1S:2O1S,,,1L,1,0.03000300030003
2185,3,3,0,1,1,::1O,1O1S:2O1S:3O1S,,,1L,1,0.03000300030003
2186,3,3,0,1,1,::1O,1O1S:2O:2O1S,,,1L,1,0.03000300030003
2187,3,3,0,1,1,::1O,1O:1O:1O1S,,,1L,1,0.03000300030003
2188,3,3,0,1,1,::1O,1O:2O1S:2O1S,,,1L,1,0.03000300030003
2189,3,3,0,1,1,::1O,:1O1S:2O,,,1L,1,0.03000300030003
2190,3,3,0,1,1,::1O,:1O1S:2O1S,,,1L,1,0.03000300030003
2191,3,3,0,1,1,::1O,:1O:1O1S,,,1L,1,0.03000300030003
2192,3,3,0,1,1,::2O,:2O:2O1S,,,1L,1,0.03000300030003
2193,3,3,0,1,1,1O:1O:2O,2O:2O1S:2O1S,,,1L,1,0.03000300030003
2194,3,3,0,1,2,1O:1O:1O,1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
2195,3,3,0,1,2,1O:1O:1O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
2196,3,3,0,1,2,1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
2197,3,3,0,1,2,1O:1O:1O,1O:1O:1O1S,,,1L:1L,1,0.03000300030003
2198,3,3,0,1,2,1O:1O:1O,1O:1O:3O1S,,,1L:1L,1,0.03000300030003
2199,3,3,0,1,2,1O:1O:1O,1O:2O:2O1S,,,1L:1L,1,0.03000300030003
2200,3,3,0,1,2,1O:1O:1O,2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
2201,3,3,0,1,2,1O:1O:2O,1O:1O:3O1S,,,1L:1L,1,0.03000300030003
2202,3,3,0,1,1,::1O,1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
2203,3,3,0,1,1,::,1O:2O1S:2O1S,,,1L,1,0.03000300030003
2204,3,3,0,1,1,::,1O:1O1S:1O1S,,,1L,1,0.03000300030003
2205,3,3,0,1,1,:2O:2O,:1O:2O1S,,,1L,1,0.03000300030003
2206,3,3,0,1,1,:1O:1O,1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
2207,3,3,0,1,1,:1O:1O,1O1S:2O1S:3O1S,,,1L,1,0.03000300030003
2208,3,3,0,1,1,:1O:1O,1O:1O1S:1O1S,,,1L,1,0.03000300030003
2209,3,3,0,1,1,:1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
2210,3,3,0,1,1,:1O:1O,1O:1O:2O1S,,,1L,1,0.03000300030003
2211,3,3,0,1,1,:1O:1O,1O:2O1S:2O1S,,,1L,1,0.03000300030003
2212,3,3,0,1,1,:1O:1O,1O:2O:2O1S,,,1L,1,0.03000300030003
2213,3,3,0,1,1,:1O:1O,1O:2O:3O1S,,,1L,1,0.03000300030003
2214,3,3,0,1,1,:1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
2215,3,3,0,1,1,:1O:1O,::2O,,,1L,1,0.03000300030003
2216,3,3,0,1,1,:1O:1O,::3O1S,,,1L,1,0.03000300030003
2217,3,3,0,1,1,:1O:2O,1O:1O:1O1S,,,1L,1,0.03000300030003
2218,3,3,0,1,1,:1O:2O,1O:2O1S:2O1S,,,1L,1,0.03000300030003
2219,3,3,0,1,1,:1O:2O,1O:2O1S:3O1S,,,1L,1,0.03000300030003
2220,3,3,0,1,1,:1O:2O,1O:2O:2O1S,,,1L,1,0.03000300030003
2221,3,3,0,1,1,:1O:2O,:1O1S:2O1S,,,1L,1,0.03000300030003
2222,3,3,0,1,1,:1O:2O,:1O:2O1S,,,1L,1,0.03000300030003
2223,3,3,0,1,2,1O:1O:2O,:1O:2O1S,,,1L:1L,1,0.03000300030003
2224,3,3,0,1,2,:1O:1O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
2225,3,3,0,1,2,:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
2226,3,3,0,2,3,1O:1O:2O,1O1S:2O1S:3O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
2227,3,3,0,2,3,:1O:2O,1O:1O1S:1O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
2228,3,3,0,3,2,1O:1O:1O,:1O:1O1S,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2229,3,3,0,3,2,1O:1O:2O,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2230,3,3,0,3,2,:1O:1O,1O:2O1S:2O1S,,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2231,3,3,0,3,3,1O:1O:1O,1O:1O:1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
2232,3,3,0,3,3,:1O:2O,1O:1O:2O1S,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
2233,3,3,1,1,0,:1O:1O,:1O:1S,,,,1,0.03000300030003
2234,3,3,1,1,0,::,::2O1S,,,,1,0.03000300030003
2235,3,3,1,1,0,::1O,:1O1S:3O1S,1O,,,1,0.03000300030003
2236,3,3,1,1,1,1O:1O:1O,:1O1S:1S,1O,,1L,1,0.03000300030003
2237,3,3,1,1,1,1O:1O:1O,:1O1S:2O1S,,,1L,1,0.03000300030003
2238,3,3,1,1,1,1O:1O:1O,:1O:1O1S,1O,,1L,1,0.03000300030003
2239,3,3,1,1,1,1O:1O:1O,:1O:2O1S,,,1L,1,0.03000300030003
2240,3,3,1,1,1,1O:1O:1O,:1O:3O1S,1O,,1L,1,0.03000300030003
2241,3,3,1,1,1,1O:1O:1O,::,2O,,1L,1,0.03000300030003
2242,3,3,1,1,1,1O:1O:1O,::2O1S,1O,,1L,1,0.03000300030003
2243,3,3,1,1,1,1O:1O:2O,:1O1S:1O1S,,,1L,1,0.03000300030003
2244,3,3,0,2,3,1O:1O:2O,2O1S:2O1S:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
2245,3,3,0,2,2,:1O:2O,:2O1S:2O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2246,3,3,0,1,2,:1O:1O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
2247,3,3,0,2,2,:1O:1O,1O:2O1S:3O1S,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2248,3,3,0,1,2,:1O:1O,1O:1O:3O1S,,,1L:1L,1,0.03000300030003
2249,3,3,0,1,2,:1O:2O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
2250,3,3,0,1,2,::1O,2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
2251,3,3,0,2,1,1O:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
2252,3,3,0,2,1,:1O:1O,1O:1O:3O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2253,3,3,0,2,1,:1O:1O,:1O1S:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2254,3,3,0,2,1,:1O:1O,::1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2255,3,3,0,2,1,:1O:2O,:1O1S:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2256,3,3,0,2,1,::,:2O1S:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2257,3,3,0,2,1,::1O,1O1S:1O1S:2O1S,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
2258,3,3,0,2,1,::1O,1O:1O:2O1S,,3S:3S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
2259,3,3,0,2,1,::1O,:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2260,3,3,0,2,1,::1O,:1O:3O1S,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
2261,3,3,0,2,1,::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
2262,3,3,0,2,2,1O:1O:2O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2263,3,3,0,2,2,:1O:1O,1O:1O1S:2O1S,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2264,3,3,0,2,2,:1O:1O,1O:2O1S:2O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2265,3,3,0,1,1,1O:1O:2O,:1O:2O1S,,,1L,1,0.03000300030003
2266,3,3,0,1,1,1O:1O:2O,1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
2267,3,3,1,1,1,:1O:1O,1O:1O1S:1S,,,1L,1,0.03000300030003
2268,3,2,0,3,2,1O:1O:1O,:1O1S,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2269,3,2,0,2,2,1O:1O:1O,1O1S:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2270,3,2,0,2,2,1O:1O:1O,1O:2O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2271,3,2,0,2,2,1O:1O:1O,2O:2O1S,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2272,3,2,0,2,2,1O:1O:1O,:2O1S,,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
2273,3,2,0,2,2,1O:1O:2O,1O:1O1S,,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
2274,3,2,0,2,2,:1O:1O,:1O,,2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2275,3,2,0,2,3,1O:1O:1O,1O:2O1S,,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
2276,3,2,0,3,2,1O:1O:1O,1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2277,3,2,0,3,2,1O:1O:2O,1O:2O1S,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2278,3,3,0,1,1,1O:1O:1O,::1O,,,1L,1,0.03000300030003
2279,3,2,0,3,2,:1O:1O,1O1S:2O1S,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2280,3,2,0,3,2,:1O:1O,1O1S:3O1S,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2281,3,2,0,3,2,:1O:1O,1O:2O1S,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2282,3,2,0,3,2,:1O:1O,1O:2O1S,,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2283,3,2,1,1,0,::2O,:2O1S,,,,1,0.03000300030003
2284,3,2,1,1,1,1O:1O:1O,1O1S:2O1S,2O1S,,1L,1,0.03000300030003
2285,3,2,1,1,1,1O:1O:1O,1O:1S,,,1L,1,0.03000300030003
2286,3,2,1,1,1,1O:1O:2O,:2O1S,1O,,1L,1,0.03000300030003
2287,3,2,0,2,1,::1O,:2O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
2288,3,2,0,2,1,::1O,2O1S:2O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
2289,3,2,0,2,1,:1O:1O,1O:2O1S,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
2290,3,2,0,1,2,1O:1O:1O,1O:2O1S,,,1L:1L,1,0.03000300030003
2291,2,8,0,1,1,1O:1O,::::::1O1S:1O1S,,,1L,1,0.03000300030003
2292,2,8,0,1,1,:,:::1O:1O:1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
2293,2,8,0,1,2,:,::1O:1O:1O:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
2294,3,1,0,2,2,1O:1O:1O,1O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2295,3,1,0,2,2,1O:1O:1O,2O1S,,1S:1S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2296,3,1,0,2,2,1O:1O:1O,2O1S,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2297,3,1,0,2,2,1O:1O:1O,2O1S,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2298,3,1,0,2,2,1O:1O:2O,1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2299,3,1,0,2,2,1O:1O:2O,1O1S,,3S:3S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2300,3,1,0,2,2,:1O:1O,2O1S,,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
2301,3,1,1,1,2,1O:1O:2O,2O1S,2O1S,,1L:1L,1,0.03000300030003
2302,3,1,1,1,2,:1O:1O,2O1S,2O1S,,1L:1L,1,0.03000300030003
2303,3,1,1,2,2,1O:1O:1O,1O,1N1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2304,3,1,1,2,2,:1O:1O,1O,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2305,3,2,0,1,0,:1O:1O,2O1S:2O1S,,,,1,0.03000300030003
2306,3,2,0,1,0,::1O,:1O1S,,,,1,0.03000300030003
2307,3,2,0,1,1,1O:1O:1O,:1S,,,1L,1,0.03000300030003
2308,3,2,1,1,1,1O:2O:2O,1O:2O1S,,,1L,1,0.03000300030003
2309,3,2,1,1,1,:1O:1O,1O:2O1S,,,1L,1,0.03000300030003
2310,3,2,1,1,1,:1O:1O,1O:2O1S,1O,,1L,1,0.03000300030003
2311,3,2,2,1,1,:1O:1O,1O:2O1S,:,,1L,1,0.03000300030003
2312,3,2,2,1,1,::1O,1O:1S,:2O1S,,1L,1,0.03000300030003
2313,3,2,2,1,1,::1O,:1O,:1O1S,,1L,1,0.03000300030003
2314,3,2,2,1,2,1O:1O:1O,1O:1O,:1N1O1S,,1L:1L,1,0.03000300030003
2315,3,2,2,1,2,1O:1O:2O,1O:1O1S,1O:2O1S,,1L:1L,1,0.03000300030003
2316,3,3,0,1,0,1O:1O:2O,::2O1S,,,,1,0.03000300030003
2317,3,3,0,1,0,:1O:1O,1O1S:2O1S:2O1S,,,,1,0.03000300030003
2318,3,3,0,1,0,::,:1S:2O1S,,,,1,0.03000300030003
2319,3,3,0,1,0,::,:2O1S:2O1S,,,,1,0.03000300030003
2320,3,3,0,1,0,::,::2O1S,,,,1,0.03000300030003
2321,3,3,0,1,0,::1O,:1O:2O1S,,,,1,0.03000300030003
2322,3,3,0,1,0,::1O,:2O1S:3O1S,,,,1,0.03000300030003
2323,3,3,0,1,1,1O:1O:1O,1O1S:1O1S:3O1S,,,1L,1,0.03000300030003
2324,3,3,0,1,1,1O:1O:1O,1O:1O1S:1O1S,,,1L,1,0.03000300030003
2325,3,3,0,1,1,1O:1O:1O,1O:2O1S:2O1S,,,1L,1,0.03000300030003
2326,3,3,0,1,1,1O:1O:1O,2O1S:2O1S:3O1S,,,1L,1,0.03000300030003
2327,3,3,0,1,1,1O:1O:1O,:1O:2O1S,,,1L,1,0.03000300030003
2328,3,3,0,1,1,1O:1O:1O,:1O:3O1S,,,1L,1,0.03000300030003
2329,3,2,2,1,1,:1O:1O,:1O,2O1S:2O1S,,1L,1,0.03000300030003
2330,3,2,2,1,1,:1O:1O,1O:1O,:1O,,1L,1,0.03000300030003
2331,3,2,1,1,1,:1O:1O,:1O,,,1L,1,0.03000300030003
2332,3,2,1,3,2,:1O:1O,1O:1O1S,1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2333,3,2,1,1,1,:1O:1O,:1O,1N4O2S,,1L,1,0.03000300030003
2334,3,2,1,1,1,::,1O:2O1S,2O1S,,1L,1,0.03000300030003
2335,3,2,1,1,1,::1O,1O1S:2O1S,1O,,1L,1,0.03000300030003
2336,3,2,1,1,1,::1O,1O:2O1S,2O2S,,1L,1,0.03000300030003
2337,3,2,1,1,1,::1O,:1O,1O1S,,1L,1,0.03000300030003
2338,3,2,1,1,1,::1O,:2O1S,1O1S,,1L,1,0.03000300030003
2339,3,2,1,1,1,::1O,:3O1S,1O,,1L,1,0.03000300030003
2340,3,2,1,1,2,1O:1O:1O,1O1S:1O1S,2O,,1L:1L,1,0.03000300030003
2341,3,2,1,1,2,1O:1O:1O,1O:1S,1N3O1S,,1L:1L,1,0.03000300030003
2342,3,2,1,1,2,1O:1O:1O,1O:2O1S,1O1S,,1L:1L,1,0.03000300030003
2343,3,2,1,1,2,1O:1O:1O,:1O,1N3O2S,,1L:1L,1,0.03000300030003
2344,3,2,1,1,2,:1O:2O,1O:1O1S,1O,,1L:1L,1,0.03000300030003
2345,3,2,1,1,2,:1O:2O,1O:2O1S,3O2S,,1L:1L,1,0.03000300030003
2346,3,2,1,2,2,1O:1O:1O,1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2347,3,2,1,2,2,:1O:1O,:1O1S,,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2348,3,2,1,2,2,::1O,1O:2O1S,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2349,3,2,1,3,2,1O:1O:1O,1O:1O1S,1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2350,3,3,1,1,1,1O:1O:2O,:1O:1O1S,,,1L,1,0.03000300030003
2351,3,3,1,1,1,:1O:1O,1O:1O1S:2O1S,1O,,1L,1,0.03000300030003
2352,2,4,2,1,1,:1O,:::1O,:1O1S,,1L,1,0.03000300030003
2353,3,4,0,1,1,:1O:2O,1O:1O1S:1O1S:3O1S,,,1L,1,0.03000300030003
2354,3,4,0,1,1,:1O:1O,:1O1S:1S:3O1S,,,1L,1,0.03000300030003
2355,3,4,0,1,1,:1O:1O,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
2356,3,4,0,1,1,:1O:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
2357,3,4,0,1,1,:1O:1O,:1O:1O:2O,,,1L,1,0.03000300030003
2358,3,4,0,1,1,:1O:1O,:1O:1O:3O1S,,,1L,1,0.03000300030003
2359,3,4,0,1,1,:1O:1O,:2O:2O1S:2O1S,,,1L,1,0.03000300030003
2360,3,4,0,1,1,:1O:1O,:2O:2O1S:3O1S,,,1L,1,0.03000300030003
2361,0,3,1,3,4,,1O:2O1S:2O1S,1N3O2S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L:1L,1,0.03000300030003
2362,3,4,0,1,1,:1O:2O,1O:1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
2363,3,4,0,1,0,::,::2O1S:3O1S,,,,1,0.03000300030003
2364,3,4,0,1,1,:1O:2O,1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
2365,3,4,0,1,1,:1O:2O,:1O:1O:1O,,,1L,1,0.03000300030003
2366,3,4,0,1,1,:1O:2O,:1O:1O:3O1S,,,1L,1,0.03000300030003
2367,3,4,0,1,1,:1O:2O,:1O:1S:2O1S,,,1L,1,0.03000300030003
2368,3,4,0,1,1,:1O:2O,:1O:2O:2O1S,,,1L,1,0.03000300030003
2369,3,4,0,1,1,:1O:2O,:1O:3O1S:3O1S,,,1L,1,0.03000300030003
2370,3,4,0,1,1,:1O:2O,::1O:1O1S,,,1L,1,0.03000300030003
2371,3,4,0,1,1,:1O:2O,::1O:1S,,,1L,1,0.03000300030003
2372,3,4,0,1,1,:1O:1O,1O:2O:2O1S:3O1S,,,1L,1,0.03000300030003
2373,3,4,0,1,1,:1O:1O,1O:1O:2O1S:3O1S,,,1L,1,0.03000300030003
2374,3,4,0,1,1,:1O:1O,1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
2375,3,4,0,1,1,:1O:1O,1O1S:2O:2O1S:2O1S,,,1L,1,0.03000300030003
2376,3,4,0,1,0,::1O,:1O:2O1S:2O1S,,,,1,0.03000300030003
2377,3,4,0,1,0,::1O,::2O1S:3O1S,,,,1,0.03000300030003
2378,3,4,0,1,1,1O:1O:1O,1O:1O1S:1O1S:1O1S,,,1L,1,0.03000300030003
2379,3,4,0,1,1,1O:1O:1O,1O:1O1S:2O:2O1S,,,1L,1,0.03000300030003
2380,3,4,0,1,1,1O:1O:1O,1O:1O:1O1S:1S,,,1L,1,0.03000300030003
2381,3,4,0,1,1,1O:1O:1O,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
2382,3,4,0,1,1,1O:1O:1O,1O:1O:2O:2O1S,,,1L,1,0.03000300030003
2383,3,4,0,1,1,1O:1O:1O,:1O:1O1S:1S,,,1L,1,0.03000300030003
2384,3,4,0,1,1,1O:1O:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
2385,3,4,0,1,1,1O:1O:1O,:1O:1O:2O1S,,,1L,1,0.03000300030003
2386,3,4,0,1,1,1O:1O:1O,::1O:1O,,,1L,1,0.03000300030003
2387,3,4,0,1,1,1O:1O:1O,:::3O1S,,,1L,1,0.03000300030003
2388,3,4,0,1,1,1O:1O:2O,:1O:2O1S:2O1S,,,1L,1,0.03000300030003
2389,3,4,0,1,1,1O:1O:2O,::1O:1O,,,1L,1,0.03000300030003
2390,3,4,0,1,1,1O:1O:2O,::1O:2O,,,1L,1,0.03000300030003
2391,3,4,0,1,1,:1O:1O,1O1S:1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
2392,3,4,0,1,1,:1O:1O,1O1S:1O1S:2O1S:3O1S,,,1L,1,0.03000300030003
2393,3,4,0,1,1,:1O:2O,::1O:2O1S,,,1L,1,0.03000300030003
2394,3,4,0,1,1,:2O:2O,:1O:1O:3O1S,,,1L,1,0.03000300030003
2395,3,4,0,1,1,::,1O:1O:1O:2O1S,,,1L,1,0.03000300030003
2396,3,4,0,1,1,::1O,::2O1S:3O1S,,,1L,1,0.03000300030003
2397,3,4,0,1,1,::2O,1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
2398,3,4,0,1,1,::2O,1O:1O:1O:2O,,,1L,1,0.03000300030003
2399,3,4,0,1,1,::2O,::1O:2O1S,,,1L,1,0.03000300030003
2400,3,4,0,1,2,1O:1O:1O,1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
2401,3,4,0,1,2,1O:1O:1O,1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
2402,3,4,0,1,2,1O:1O:1O,1O:1O:1S:3O1S,,,1L:1L,1,0.03000300030003
2403,3,4,0,1,2,1O:1O:1O,1O:2O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
2404,3,4,0,1,2,1O:1O:1O,:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
2405,3,4,0,1,2,1O:1O:1O,:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
2406,3,4,0,1,2,1O:1O:1O,:1O:1O1S:3O1S,,,1L:1L,1,0.03000300030003
2407,3,4,0,1,2,1O:1O:1O,:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
2408,3,4,0,1,2,1O:1O:1O,:1O:1O:3O1S,,,1L:1L,1,0.03000300030003
