,num_dol,num_epe,num_tfsi,num_ps,num_li,atoms_dol,atoms_epe,atoms_tfsi,atoms_ps,atoms_li,count,%
274,4,1,1,1,1,::1O:1O,1O,,,1L,2,0.06000600060006
275,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
276,4,0,2,1,2,:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
277,4,0,2,1,2,:1O:1O:1O,,1N1O:2O,,1L:1L,2,0.06000600060006
278,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
279,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
280,4,1,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
281,4,1,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
282,4,0,2,1,2,:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
283,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
284,3,1,3,1,2,1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
285,3,1,3,1,2,1O:1O:1O,1O,:1O:1O,,1L:1L,2,0.06000600060006
286,4,1,1,1,2,::1O:1O,1O,3O1S,,1L:1L,2,0.06000600060006
287,3,1,3,1,2,:1O:1O,1O,1O:1O:1O,,1L:1L,2,0.06000600060006
288,3,1,3,1,2,:1O:1O,1O,1O:1O:2O,,1L:1L,2,0.06000600060006
289,4,1,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
290,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
291,3,1,2,1,2,:1O:1O,1O,2O:2O1S,,1L:1L,2,0.06000600060006
292,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
293,3,1,2,1,2,:1O:1O,1O,1O:2O1S,,1L:1L,2,0.06000600060006
294,4,1,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
295,3,1,2,1,1,::1O,,:1O,,1L,2,0.06000600060006
296,5,0,1,3,2,:::1O:1O,,2O,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
297,5,0,2,1,1,::::1O,,1O:1O,,1L,2,0.06000600060006
298,3,1,1,2,2,:1O:2O,1O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
299,4,1,1,2,2,:1O:1O:1O,1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
300,4,1,0,3,2,:1O:1O:1O,1O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
301,4,1,0,3,2,::1O:1O,1O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
302,3,1,1,2,2,:1O:1O,1O,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
303,3,1,2,1,2,1O:1O:1O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
304,4,1,1,1,1,:::1O,,,,1L,2,0.06000600060006
305,3,1,1,2,2,1O:1O:2O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
306,4,0,2,2,2,::1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
307,3,1,1,2,2,1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
308,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
309,4,1,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
310,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
311,5,0,1,3,2,::1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
312,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
313,4,0,2,1,2,:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
314,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O,,1L:1L,2,0.06000600060006
315,5,0,1,2,2,::1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
316,5,0,1,2,2,::1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
317,5,0,1,2,2,::1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
318,4,0,2,1,2,:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
319,4,1,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
320,3,1,2,1,2,1O:1O:2O,1O,1O:1O,,1L:1L,2,0.06000600060006
321,3,1,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
322,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
323,4,1,1,1,1,:::1O,1O,1O,,1L,2,0.06000600060006
324,3,1,2,1,2,1O:1O:1O,1O,1N2O1S:1O,,1L:1L,2,0.06000600060006
325,4,0,2,2,2,1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
326,5,0,1,3,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
327,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
328,4,1,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
329,4,1,0,2,2,:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
330,5,0,1,3,2,:1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
331,4,0,3,1,2,1O:1O:1O:2O,,:1O:2O,,1L:1L,2,0.06000600060006
332,4,0,1,1,2,:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
333,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
334,4,0,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
335,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
336,4,0,0,2,2,1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
337,4,0,1,2,2,1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
338,4,0,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
339,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
340,5,0,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
341,4,1,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
342,4,1,1,1,2,1O:1O:1O:1O,1O,3O1S,,1L:1L,2,0.06000600060006
343,4,1,0,1,1,::1O:1O,,,,1L,2,0.06000600060006
344,4,1,0,1,1,::1O:1O,1O,,,1L,2,0.06000600060006
345,4,0,0,1,1,:::1O,,,,1L,2,0.06000600060006
346,4,1,1,1,2,1O:1O:1O:1O,1O,2O1S,,1L:1L,2,0.06000600060006
347,5,0,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
348,3,4,0,1,1,:1O:1O,:::,,,1L,2,0.06000600060006
349,3,4,0,1,1,1O:1O:1O,:::,,,1L,2,0.06000600060006
350,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
351,4,0,1,2,2,1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
352,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,2,0.06000600060006
353,4,0,1,2,2,1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
354,4,0,1,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
355,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
356,4,0,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
357,5,0,0,2,2,:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
358,5,0,0,2,2,:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
359,5,0,0,3,2,1O:1O:1O:1O:1O,,,:::::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
360,4,0,1,1,2,:1O:1O:1O,,1N3O1S,,1L:1L,2,0.06000600060006
361,4,0,1,1,2,1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
362,4,0,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
363,4,0,3,2,2,:1O:1O:1O,,1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
364,4,0,1,1,2,1O:1O:1O:1O,,1N1O,,1L:1L,2,0.06000600060006
365,4,0,3,1,2,::1O:1O,,1N2O1S:1O:1O,,1L:1L,2,0.06000600060006
366,5,0,0,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
367,4,1,1,1,2,1O:1O:1O:2O,1O,1O,,1L:1L,2,0.06000600060006
368,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,2,0.06000600060006
369,4,0,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
370,4,0,1,1,2,1O:1O:1O:1O,,1N3O1S,,1L:1L,2,0.06000600060006
371,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
372,3,3,1,1,1,:1O:1O,::,1O,,1L,2,0.06000600060006
373,4,0,3,1,2,:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
374,4,0,1,2,2,1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
375,3,2,1,1,1,:1O:1O,:,,,1L,2,0.06000600060006
376,3,2,1,1,2,1O:1O:1O,1O:1O,1O,,1L:1L,2,0.06000600060006
377,4,0,1,3,2,:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
378,4,0,1,3,2,:1O:1O:1O,,2O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
379,3,2,1,1,1,::1O,:1O,1O,,1L,2,0.06000600060006
380,3,2,1,1,1,::1O,:1O,,,1L,2,0.06000600060006
381,4,0,1,3,2,::1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
382,4,1,1,1,2,:1O:1O:1O,1O,2O1S,,1L:1L,2,0.06000600060006
383,4,0,1,1,2,:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
384,4,0,1,3,2,:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
385,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
386,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,2,0.06000600060006
387,4,0,2,1,2,1O:1O:1O:1O,,1N3O1S:1O,,1L:1L,2,0.06000600060006
388,3,2,0,2,2,1O:1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
389,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
390,4,0,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
391,4,0,2,1,2,1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
392,4,1,0,1,2,1O:1O:1O:1O,1O,,,1L:1L,2,0.06000600060006
393,4,0,1,3,2,1O:1O:1O:1O,,1O,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
394,4,0,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
395,4,0,1,2,2,:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
396,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
397,5,0,1,1,2,:1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
398,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
399,5,0,1,1,2,::1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
400,3,2,2,1,2,:1O:1O,:1O,1O:1O,,1L:1L,2,0.06000600060006
401,4,0,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
402,4,2,1,1,2,:1O:1O:1O,:1O,1O,,1L:1L,2,0.06000600060006
403,3,2,2,1,1,:1O:1O,:,:1O,,1L,2,0.06000600060006
404,3,2,1,1,2,1O:1O:1O,:1O,2O1S,,1L:1L,2,0.06000600060006
405,5,0,1,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
406,4,2,1,1,1,:::1O,:1O,1O,,1L,2,0.06000600060006
407,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
408,3,2,1,1,2,:1O:1O,:1O,1O,,1L:1L,2,0.06000600060006
409,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
410,3,2,1,1,2,1O:1O:2O,:,1O,,1L:1L,2,0.06000600060006
411,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
412,4,0,2,1,1,:::1O,,1O:1O,,1L,2,0.06000600060006
413,4,1,1,1,1,::1O:1O,1O,1O,,1L,2,0.06000600060006
414,2,1,2,1,2,1O:1O,1O,1O:1O,,1L:1L,2,0.06000600060006
415,5,1,1,1,1,:1O:1O:1O:1O,,,,1L,2,0.06000600060006
416,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
417,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
418,3,1,0,2,2,1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
419,6,0,1,2,2,::1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
420,3,0,2,1,2,1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
421,2,1,0,3,2,1O:1O,1O,,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
422,3,1,0,3,2,:1O:1O,1O,,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
423,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
424,5,1,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
425,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
426,2,2,2,1,2,1O:1O,:1O,2O:2O,,1L:1L,2,0.06000600060006
427,3,0,2,1,2,1O:1O:1O,,:2O,,1L:1L,2,0.06000600060006
428,2,0,4,1,2,1O:1O,,:1O:1O:2O,,1L:1L,2,0.06000600060006
429,3,1,1,1,1,:1O:1O,,1O,,1L,2,0.06000600060006
430,2,0,4,1,2,1O:1O,,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
431,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,2,0.06000600060006
432,3,0,1,2,2,1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
433,3,0,3,1,2,:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
434,3,0,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
435,2,0,3,1,2,1O:1O,,1N2O:1O:1O,,1L:1L,2,0.06000600060006
436,3,0,2,1,2,1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
437,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
438,3,1,1,1,1,::1O,1O,,,1L,2,0.06000600060006
439,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
440,6,1,0,1,1,::::1O:1O,,,,1L,2,0.06000600060006
441,3,0,1,2,2,1O:1O:1O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
442,3,0,1,3,2,:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
443,3,0,3,1,2,:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
444,5,1,0,1,1,::::1O,,,,1L,2,0.06000600060006
445,3,0,3,1,2,:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
446,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
447,5,1,0,1,1,::1O:1O:1O,1O,,,1L,2,0.06000600060006
448,3,0,4,1,2,1O:1O:1O,,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
449,2,2,1,2,2,1O:1O,:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
450,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
451,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
452,3,0,4,1,2,:1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
453,3,1,0,1,1,1O:1O:1O,1O,,,1L,2,0.06000600060006
454,2,2,1,1,1,:1O,:1O,1O,,1L,2,0.06000600060006
455,3,0,1,3,2,1O:1O:1O,,2O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
456,2,2,2,1,2,1O:1O,1O:1O,1O:1O,,1L:1L,2,0.06000600060006
457,6,0,0,2,2,:1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
458,5,1,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,2,0.06000600060006
459,2,2,1,2,2,1O:1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
460,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
461,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
462,6,0,1,1,1,::1O:1O:1O:2O,,,,1L,2,0.06000600060006
463,3,0,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
464,3,0,2,2,2,1O:1O:1O,,1O:3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
465,2,1,2,1,2,1O:1O,1O,1O:3O1S,,1L:1L,2,0.06000600060006
466,6,1,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
467,3,0,1,1,2,1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
468,2,4,0,1,1,:1O,:::1O,,,1L,2,0.06000600060006
469,5,2,1,1,2,1O:1O:1O:1O:1O,:,2O,,1L:1L,2,0.06000600060006
470,1,2,1,1,1,,:,1O,,1L,2,0.06000600060006
471,6,0,1,2,1,::::1O:1O,,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
472,7,1,0,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
473,3,1,1,2,2,1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
474,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
475,5,0,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
476,5,1,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
477,7,1,0,1,2,1O:1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
478,5,3,0,1,1,::1O:1O:1O,::,,,1L,2,0.06000600060006
479,2,3,0,1,1,1O:1O,::,,,1L,2,0.06000600060006
480,2,1,3,1,2,1O:1O,1O,1O:1O:2O1S,,1L:1L,2,0.06000600060006
481,3,0,2,2,2,1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
482,5,1,1,1,1,:::1O:1O,,1O,,1L,2,0.06000600060006
483,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
484,2,2,2,1,2,:1O,:1O,2O:2O,,1L:1L,2,0.06000600060006
485,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
486,8,0,0,1,1,:::::1O:1O:1O,,,,1L,2,0.06000600060006
487,6,0,0,1,1,:::1O:1O:2O,,,,1L,2,0.06000600060006
488,2,1,3,1,2,1O:1O,1O,1O:1O:2O,,1L:1L,2,0.06000600060006
489,3,0,2,2,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
490,1,2,2,1,2,1O,1O:1O,1O:3O1S,,1L:1L,2,0.06000600060006
491,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
492,5,1,0,1,1,::::1O,1O,,,1L,2,0.06000600060006
493,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
494,2,2,2,1,2,:1O,1O:1O,1O:2O,,1L:1L,2,0.06000600060006
495,3,1,1,1,2,1O:1O:1O,1O,2O1S,,1L:1L,2,0.06000600060006
496,3,1,1,1,2,:1O:1O,1O,1O,,1L:1L,2,0.06000600060006
497,3,1,1,1,2,1O:1O:2O,1O,1O,,1L:1L,2,0.06000600060006
498,3,1,1,1,2,1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
499,5,1,1,1,1,::1O:1O:1O,,2O,,1L,2,0.06000600060006
500,5,2,1,1,1,:::1O:1O,:,1O,,1L,2,0.06000600060006
501,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
502,3,1,1,1,2,1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
503,7,0,0,1,2,::1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
504,7,0,0,1,2,1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
505,3,0,1,1,2,1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
506,1,3,0,1,1,1O,::1O,,,1L,2,0.06000600060006
507,1,2,2,1,2,1O,:1O,1O:2O,,1L:1L,2,0.06000600060006
508,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
509,3,1,1,1,2,1O:1O:2O,1O,2O,,1L:1L,2,0.06000600060006
510,4,1,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
511,4,1,3,1,2,:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
512,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
513,4,1,3,1,2,:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
514,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N1O,,1L:1L,1,0.03000300030003
515,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
516,4,1,2,2,2,::1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
517,6,0,1,1,1,:1O:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
518,4,1,3,1,2,1O:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
519,4,1,3,1,2,:1O:1O:1O,,1N3O1S:1O:1O,,1L:1L,1,0.03000300030003
520,6,0,1,1,1,::::1O:1O,,,,1L,1,0.03000300030003
521,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
522,4,1,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
523,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
524,4,1,2,2,2,1O:1O:1O:1O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
525,6,0,1,1,1,::::1O:1O,,1N2O1S,,1L,1,0.03000300030003
526,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
527,4,1,2,2,2,1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
528,4,1,3,1,2,1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
529,6,0,1,1,1,:::1O:1O:1O,,3O1S,,1L,1,0.03000300030003
530,4,1,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
531,4,1,2,2,3,1O:1O:1O:1O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
532,4,1,2,2,2,::1O:1O,,2O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
533,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
534,6,0,1,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
