,num_dol,num_dtfeg,num_tfsi,num_ps,num_li,atoms_dol,atoms_dtfeg,atoms_tfsi,atoms_ps,atoms_li,count,%
584,5,1,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
585,5,1,2,1,2,1O:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
586,5,1,2,1,2,:1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
587,5,1,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
588,5,1,2,1,2,::1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
589,5,1,2,1,2,::1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
590,5,1,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
591,5,1,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
592,5,2,0,1,1,1O:1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
593,5,2,0,1,1,:1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
594,5,2,0,1,1,:1O:1O:1O:2O,:,,,1L,1,0.03000300030003
595,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,1,0.03000300030003
596,5,2,0,1,1,::1O:1O:1O,:2O,,,1L,1,0.03000300030003
597,5,2,0,1,2,:1O:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
598,5,2,1,1,1,:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
599,5,2,1,1,1,::1O:1O:1O,:,1N1O1S,,1L,1,0.03000300030003
600,5,2,1,1,1,::1O:1O:1O,:,3O1S,,1L,1,0.03000300030003
601,5,2,1,1,2,1O:1O:1O:1O:1O,:,2O,,1L:1L,1,0.03000300030003
602,5,2,1,1,2,1O:1O:1O:1O:2O,:,1O,,1L:1L,1,0.03000300030003
603,5,2,2,1,1,::1O:1O:1O,:,1O:1O,,1L,1,0.03000300030003
604,5,3,0,1,1,::1O:1O:2O,::,,,1L,1,0.03000300030003
605,5,1,1,1,2,:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
606,5,1,1,1,2,1O:1O:1O:1O:2O,,3O1S,,1L:1L,1,0.03000300030003
607,5,3,0,1,1,::::1O,::2O,,,1L,1,0.03000300030003
608,5,1,1,1,1,:1O:1O:1O:1O,,2O,,1L,1,0.03000300030003
609,5,1,0,1,1,::::1O,2O,,,1L,1,0.03000300030003
610,5,1,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
611,5,1,0,1,2,1O:1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
612,5,1,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
613,5,1,0,1,2,1O:1O:1O:2O:2O,2O,,,1L:1L,1,0.03000300030003
614,5,1,0,1,2,::1O:1O:2O,,,,1L:1L,1,0.03000300030003
615,5,1,0,2,1,::::2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
616,5,1,0,2,2,:1O:1O:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
617,5,1,0,2,2,:1O:1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
618,5,1,0,2,2,:1O:1O:1O:2O,2O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
619,5,1,0,2,2,::1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
620,5,1,0,2,2,::1O:1O:2O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
621,5,1,0,2,2,:::1O:1O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
622,5,1,1,1,1,:1O:1O:1O:2O,,1O1S,,1L,1,0.03000300030003
623,5,1,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
624,5,1,1,1,1,::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
625,5,1,1,1,1,::1O:1O:1O,1O,,,1L,1,0.03000300030003
626,5,1,1,1,1,::1O:1O:1O,2O,,,1L,1,0.03000300030003
627,5,1,1,1,1,::1O:1O:1O,2O,1O,,1L,1,0.03000300030003
628,5,1,1,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
629,5,1,1,1,1,::1O:1O:2O,,1O,,1L,1,0.03000300030003
630,5,1,1,1,1,:::1O:1O,,1N3O2S,,1L,1,0.03000300030003
631,5,1,1,1,1,:::1O:1O,,2O1S,,1L,1,0.03000300030003
632,5,1,1,1,1,:::1O:1O,1O,1O,,1L,1,0.03000300030003
633,5,1,1,1,1,:::1O:2O,,1O1S,,1L,1,0.03000300030003
634,5,1,1,1,1,:::1O:2O,1O,1O,,1L,1,0.03000300030003
635,5,1,1,1,2,1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
636,5,1,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
637,5,3,0,1,1,:::1O:1O,::2O,,,1L,1,0.03000300030003
638,5,3,0,2,2,:::1O:1O,::2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
639,4,1,1,1,3,:1O:1O:1O,,1O,,1L:1L:1L,1,0.03000300030003
640,6,1,2,1,2,:1O:1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
641,6,1,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
642,6,1,0,1,1,::::1O:1O,2O,,,1L,1,0.03000300030003
643,6,1,0,1,2,1O:1O:1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
644,6,1,0,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
645,6,1,0,1,2,:1O:1O:1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
646,6,1,1,1,1,:::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
647,6,1,1,1,1,::::1O:1O,,2O1S,,1L,1,0.03000300030003
648,6,1,1,1,1,::::1O:1O,1O,1O,,1L,1,0.03000300030003
649,6,1,1,1,1,::::1O:2O,,1O,,1L,1,0.03000300030003
650,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
651,6,1,1,1,2,:1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
652,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
653,6,1,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
654,6,1,2,1,2,::1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
655,6,1,0,1,1,::1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
656,6,2,0,1,1,:1O:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
657,6,2,0,1,1,:::1O:1O:1O,:2O,,,1L,1,0.03000300030003
658,6,2,0,1,1,:::1O:1O:2O,:,,,1L,1,0.03000300030003
659,6,2,1,1,1,::::1O:1O,:,1O,,1L,1,0.03000300030003
660,7,0,0,1,1,::::1O:1O:2O,,,,1L,1,0.03000300030003
661,7,0,0,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
662,7,0,1,1,1,:::1O:1O:1O:1O,,,,1L,1,0.03000300030003
663,7,0,1,1,1,::::1O:1O:2O,,,,1L,1,0.03000300030003
664,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
665,7,0,2,1,2,:::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
666,7,1,0,1,1,:::::1O:1O,1O,,,1L,1,0.03000300030003
667,7,1,1,1,1,::::1O:1O:1O,,,,1L,1,0.03000300030003
668,7,1,1,1,1,::::1O:1O:1O,,1O,,1L,1,0.03000300030003
669,6,1,0,1,1,:::1O:1O:2O,,,,1L,1,0.03000300030003
670,6,1,0,1,1,:1O:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
671,5,3,1,1,1,:1O:1O:1O:1O,::,,,1L,1,0.03000300030003
672,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
673,5,3,1,1,1,:::1O:1O,::1O,1O,,1L,1,0.03000300030003
674,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
675,6,0,1,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
676,6,0,1,1,1,:1O:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
677,6,0,1,1,1,::1O:1O:1O:1O,,1N1O,,1L,1,0.03000300030003
678,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
679,6,0,1,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
680,6,0,1,1,1,:::1O:1O:1O,,1O,,1L,1,0.03000300030003
681,6,0,1,1,1,:::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
682,6,0,1,1,1,::::1O:1O,,1N2O1S,,1L,1,0.03000300030003
683,6,0,1,1,1,::::1O:1O,,1O,,1L,1,0.03000300030003
684,6,0,1,1,1,::::1O:1O,,2O1S,,1L,1,0.03000300030003
685,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
686,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
687,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
688,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
689,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
690,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
691,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
692,6,0,1,1,2,::1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
693,6,0,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
694,6,0,1,2,1,:1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
695,6,0,1,2,2,:1O:1O:1O:1O:1O,,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
696,6,0,2,1,1,:::1O:1O:1O,,:1O1S,,1L,1,0.03000300030003
697,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
698,6,0,2,1,2,:1O:1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
699,6,0,2,1,2,:1O:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
700,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
701,5,1,0,1,1,::::1O,,,,1L,1,0.03000300030003
702,5,0,4,1,2,::1O:1O:1O,,1O:1O:2O:2O,,1L:1L,1,0.03000300030003
703,5,0,4,1,2,::1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
704,4,2,1,1,1,:1O:1O:1O,1O:1O,1O1S,,1L,1,0.03000300030003
705,4,2,0,1,1,:1O:1O:2O,:,,,1L,1,0.03000300030003
706,4,2,0,1,1,:1O:1O:2O,:1O,,,1L,1,0.03000300030003
707,4,2,0,1,1,:::1O,:1O,,,1L,1,0.03000300030003
708,4,2,0,1,1,:::2O,:2O,,,1L,1,0.03000300030003
709,4,2,0,1,2,1O:1O:1O:1O,:,,,1L:1L,1,0.03000300030003
710,4,2,0,1,2,:1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
711,4,2,0,1,2,:1O:1O:1O,:,,,1L:1L,1,0.03000300030003
712,4,2,0,1,2,::1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
713,4,2,0,2,2,:1O:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
714,4,2,0,2,2,:1O:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
715,4,2,0,2,2,:1O:1O:1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
716,4,2,0,2,2,:1O:1O:1O,:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
717,4,2,0,2,2,::1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
718,4,2,1,1,1,:1O:1O:1O,:,1N1O1S,,1L,1,0.03000300030003
719,4,1,2,1,2,:1O:1O:2O,2O,1O:1O,,1L:1L,1,0.03000300030003
720,4,2,1,1,1,:1O:1O:2O,:,1O,,1L,1,0.03000300030003
721,4,2,1,1,1,::1O:1O,:,1O1S,,1L,1,0.03000300030003
722,4,2,1,1,1,::1O:1O,:,2O,,1L,1,0.03000300030003
723,4,2,1,1,1,::1O:1O,:1O,1N1O,,1L,1,0.03000300030003
724,4,2,1,1,1,::1O:1O,:2O,,,1L,1,0.03000300030003
725,4,2,1,1,1,::1O:1O,:2O,1N1O1S,,1L,1,0.03000300030003
726,4,2,1,1,1,::1O:2O,:,1O,,1L,1,0.03000300030003
727,4,2,1,1,1,:::,1O:2O,1O,,1L,1,0.03000300030003
728,4,2,1,1,1,:::1O,1O:2O,,,1L,1,0.03000300030003
729,4,2,1,1,1,:::1O,:2O,2O1S,,1L,1,0.03000300030003
730,4,2,1,1,2,1O:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
731,4,2,1,1,2,1O:1O:1O:1O,:2O,1O,,1L:1L,1,0.03000300030003
732,4,2,2,1,1,::1O:1O,:,1O:1O,,1L,1,0.03000300030003
733,4,2,0,1,1,:1O:1O:1O,1O:2O,,,1L,1,0.03000300030003
734,4,1,2,1,2,:1O:1O:1O,2O,:1O1S,,1L:1L,1,0.03000300030003
735,5,0,4,1,2,::1O:1O:1O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
736,4,1,2,1,1,::1O:1O,,:2O1S,,1L,1,0.03000300030003
737,4,1,1,2,1,::1O:2O,,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
738,4,1,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
739,4,1,1,2,2,1O:1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
740,4,1,1,2,2,1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
741,4,1,1,2,2,1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
742,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
743,4,1,1,2,2,:1O:1O:1O,2O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
744,4,1,1,2,2,:1O:1O:2O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
745,4,1,1,2,2,::1O:1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
746,4,1,1,2,2,::1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
747,4,1,1,2,2,::1O:1O,2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
748,4,1,1,2,2,::1O:1O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
749,4,1,2,1,1,:1O:1O:1O,,:,,1L,1,0.03000300030003
750,4,1,2,1,1,::1O:1O,1O,:1O,,1L,1,0.03000300030003
751,4,1,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
752,4,1,2,1,1,::1O:1O,2O,:1O,,1L,1,0.03000300030003
753,4,1,2,1,1,::1O:2O,,1O:1O,,1L,1,0.03000300030003
754,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
755,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
756,4,1,2,1,2,1O:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
757,4,1,2,1,2,1O:1O:1O:1O,1O,1N2O1S:1O,,1L:1L,1,0.03000300030003
758,4,1,2,1,2,1O:1O:1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
759,4,1,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
760,4,1,2,1,2,1O:1O:1O:2O,2O,1O:1O,,1L:1L,1,0.03000300030003
761,4,1,2,1,2,:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
762,4,1,2,1,2,:1O:1O:1O,,1N1O:1N2O2S,,1L:1L,1,0.03000300030003
763,4,1,2,1,2,:1O:1O:1O,,1N2O1S:2O,,1L:1L,1,0.03000300030003
764,4,1,2,1,2,:1O:1O:1O,,1N2O:1O,,1L:1L,1,0.03000300030003
765,4,2,2,1,1,::1O:1O,:,:1O,,1L,1,0.03000300030003
766,4,2,2,1,2,1O:1O:1O:1O,:,1O:2O,,1L:1L,1,0.03000300030003
767,4,2,2,1,2,:1O:1O:1O,:,1N2O1S:1O,,1L:1L,1,0.03000300030003
768,5,0,2,1,2,::1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
769,5,0,1,2,2,::1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
770,5,0,1,2,2,:::1O:1O,,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
771,5,0,2,1,2,1O:1O:1O:1O:1O,,1N2O1S:2O1S,,1L:1L,1,0.03000300030003
772,5,0,2,1,2,1O:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
773,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
774,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
775,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
776,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,1,0.03000300030003
777,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O,,1L:1L,1,0.03000300030003
778,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
779,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
780,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
781,5,0,2,1,2,:1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
782,5,0,2,1,2,::1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
783,4,3,0,1,1,:1O:1O:1O,::2O,,,1L,1,0.03000300030003
784,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
785,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
786,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
787,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
788,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
789,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
790,5,0,3,1,2,1O:1O:1O:1O:1O,,::1O1S,,1L:1L,1,0.03000300030003
791,5,0,3,1,2,1O:1O:1O:1O:2O,,::1O1S,,1L:1L,1,0.03000300030003
792,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
793,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
794,5,0,3,1,2,:1O:1O:1O:1O,,:2O:2O1S,,1L:1L,1,0.03000300030003
795,5,0,3,1,2,:::1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
796,5,0,3,1,2,:::1O:2O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
797,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
798,5,0,1,2,2,:1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
799,5,0,1,2,2,:1O:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
800,5,0,1,2,2,:1O:1O:1O:1O,,1N3O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
801,4,3,0,1,1,:1O:1O:2O,::,,,1L,1,0.03000300030003
802,4,3,0,1,1,:::1O,::1O,,,1L,1,0.03000300030003
803,4,3,1,1,1,:1O:1O:1O,::,1O,,1L,1,0.03000300030003
804,4,3,1,1,1,::1O:1O,::,1O,,1L,1,0.03000300030003
805,4,3,1,1,1,:::1O,::2O,,,1L,1,0.03000300030003
806,4,4,0,1,1,:1O:1O:1O,:::1O,,,1L,1,0.03000300030003
807,5,0,0,1,1,:::1O:1O,,,,1L,1,0.03000300030003
808,5,0,1,1,1,1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
809,5,0,1,1,1,:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
810,5,0,1,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
811,5,0,1,1,1,:1O:1O:2O:2O,,,,1L,1,0.03000300030003
812,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
813,5,0,1,1,1,::1O:1O:1O,,2O,,1L,1,0.03000300030003
814,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
815,5,0,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
816,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
817,5,0,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
818,5,0,1,1,2,1O:1O:1O:2O:2O,,2O,,1L:1L,1,0.03000300030003
819,5,0,1,1,2,:1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
820,5,0,1,1,2,:1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
821,5,0,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
822,5,0,1,1,2,:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
823,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
824,5,0,1,1,2,::1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
825,5,0,1,1,3,:1O:1O:1O:1O,,1O,,1L:1L:1L,1,0.03000300030003
826,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
827,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
828,4,0,2,1,2,1O:1O:1O:1O,,1N1O:2O1S,,1L:1L,1,0.03000300030003
829,3,2,1,1,1,1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
830,4,0,2,1,1,::1O:1O,,:1O,,1L,1,0.03000300030003
831,2,2,0,1,1,:2O,:2O,,,1L,1,0.03000300030003
832,2,2,0,2,2,1O:1O,:2O,,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
833,2,2,0,2,1,:1O,:2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
834,2,2,0,2,1,:1O,:2O,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
835,2,2,0,2,1,:1O,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
836,2,2,0,2,1,1O:1O,:2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
837,2,2,0,1,2,:1O,1O:2O,,,1L:1L,1,0.03000300030003
838,2,2,0,1,1,:,1O:2O,,,1L,1,0.03000300030003
839,2,2,0,2,2,1O:1O,:2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
840,2,2,0,1,1,1O:2O,1O:2O,,,1L,1,0.03000300030003
841,2,2,0,1,1,1O:1O,:,,,1L,1,0.03000300030003
842,2,1,2,2,2,:1O,1O,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
843,2,1,2,2,2,1O:1O,2O,:2O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
844,2,1,2,2,2,1O:1O,2O,:1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
845,2,1,2,2,2,1O:1O,2O,:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
846,2,2,0,2,2,1O:1O,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
847,2,2,0,2,2,1O:1O,:2O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
848,2,2,1,1,2,1O:1O,2O:2O,1N1O1S,,1L:1L,1,0.03000300030003
849,2,2,1,1,1,:,:2O,2O,,1L,1,0.03000300030003
850,2,2,1,1,1,:1O,:2O,3O,,1L,1,0.03000300030003
851,2,2,1,1,1,:1O,:2O,1O1S,,1L,1,0.03000300030003
852,2,2,1,1,1,:1O,:,2O,,1L,1,0.03000300030003
853,2,2,1,1,1,:1O,1O:2O,1O1S,,1L,1,0.03000300030003
854,2,2,1,1,1,:1O,1O:2O,1O,,1L,1,0.03000300030003
855,2,2,1,1,1,:,:2O,2O1S,,1L,1,0.03000300030003
856,2,2,1,1,1,:,1O:2O,1O,,1L,1,0.03000300030003
857,2,2,0,2,2,:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
858,2,2,1,1,1,:,1O:1O,1O,,1L,1,0.03000300030003
859,2,2,1,1,1,1O:2O,:,1N1O1S,,1L,1,0.03000300030003
860,2,2,1,1,1,1O:1O,:2O,2O,,1L,1,0.03000300030003
861,2,2,1,1,1,1O:1O,:1O,1O1S,,1L,1,0.03000300030003
862,2,2,1,1,1,1O:1O,1O:2O,1O,,1L,1,0.03000300030003
863,2,2,1,1,1,1O:1O,1O:2O,,,1L,1,0.03000300030003
864,2,1,2,2,2,1O:1O,2O,:1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
865,2,1,2,2,2,1O:1O,2O,:,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
866,2,1,2,2,2,1O:1O,2O,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
867,2,1,1,2,2,1O:1O,2O,1N2O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
868,2,1,1,2,2,1O:1O,2O,2O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
869,2,1,1,2,2,1O:1O,2O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
