,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
189,9.475,1.014908331716504,1.1559787099375856,1.1457306717289186,0.7272043870898575,1.1319352356787906,1.2396736496771332,1.2805869714486569,1.2819507488410398,1.2478563140314376,1.6762063950029855,1.6708339386087443,1.5418949851469768,1.627854287454822,1.6224818310605815,1.6117369182721013,1.3592314677428046,1.2249200578867971,1.5938104566300968
190,9.525,1.0150896646778715,1.166944492518417,1.1235928722228166,0.6955829076915524,1.1416745736794442,1.2712262983522875,1.3049637266525085,1.2563818299001916,1.2860707668043851,1.8021920790190245,1.6320736526809447,1.5629630419811005,1.3609474107046318,1.6320736526809445,1.6905518617346595,1.1004535703744476,1.3662636115276956,1.6684191072876122
191,9.575,1.015235501791376,1.1618134999859389,1.1673328040238768,0.6956470950936205,1.14714295827391,1.2593199181051191,1.350129837968478,1.2165858381694197,1.358142477956422,1.7886802397328403,1.7781585912638238,1.5203782037729126,1.562464797648981,1.6676812823391485,1.6361163369320977,1.199467925467903,1.2099895739369202,1.6014378424882978
192,9.625,1.0160901543375125,1.1502706455771483,1.164174197520235,0.6697504747160595,1.1497931884362451,1.2898829332342248,1.3123501564565418,1.2356972772274588,1.1841548239527306,1.7701448599401617,1.7180817758242743,1.384878037482597,1.5150357477723142,1.572305140299791,1.525448364595492,1.1714193926074594,1.4109095795405406,1.6742531590940644
193,9.675,1.0164072759321123,1.1374294181963391,1.1285835640042747,0.7117688112460324,1.0973924772783223,1.2831251730751307,1.3432921026994482,1.2752773126893495,1.2608895686487518,1.731285563893419,1.514874868406743,1.3654484358087984,1.422127427483881,1.617927580543256,1.8085750979958048,1.1851061895699004,1.3293799865610183,1.450519501235778
194,9.725,1.0157245018424177,1.1556769332002814,1.1374370826131557,0.6802581076232598,1.0900209541022547,1.2984453883189562,1.2945617032093282,1.1909967669525818,1.2647867840355136,1.642131905949771,1.800225350311394,1.3769429025044668,1.5452359239216789,1.5860342321440335,1.7645268306168345,1.2494481893096094,1.290246497531964,1.5455481558723605
195,9.775,1.0157944298356765,1.1604938470637618,1.1595309813951753,0.7481297321114834,1.0904305563561227,1.2711011890778767,1.2698198370727578,1.3146671572519173,1.2659757810574015,2.0443388808941307,1.6304233543921087,1.428513341464293,1.45375209308027,1.6253756040689138,1.6455666053616946,1.241746579506064,1.2518420801524544,1.556973436423979
196,9.825,1.015314691525659,1.1248850236757966,1.1465678318000283,0.7185499518675386,1.1364357469893136,1.2417082548019396,1.206194637708524,1.175754394485596,1.2924419935068203,1.693815049033383,1.598881462214403,1.4240038022847024,1.3340667200351426,1.728790581019323,1.628860489630923,1.3190772063268823,1.2691121606326825,1.4856443535543835
197,9.875,1.015788698508389,1.1446569370921325,1.1297973889699802,0.724464006414344,1.084779671264628,1.2655762831420647,1.2404656426035323,1.2115884059842197,1.2580430909805054,1.7162742343836737,1.508540753564901,1.3848898721251557,1.3799438368675656,1.622299564489467,1.810248904277881,1.5134867888224914,1.3057533080037178,1.5122755148818583
198,9.925,1.0147475754602178,1.1394573191051145,1.169344724196396,0.7058441607001869,1.1235940040951269,1.322460199510193,1.2491282899508875,1.3013306662473418,1.2366991527374458,1.743092334054788,1.7186107001495248,1.2828376166358286,1.4591053807537284,1.4444164004105702,1.87039683036216,1.2877339434168815,1.233874348825301,1.5135645255633967
199,9.975,1.0142411735148988,1.136846937240921,1.1139620558283851,0.7088887051224766,1.123432520350776,1.2255627494735732,1.229254203538253,1.2390980810440653,1.3326149173492774,1.8129141073203456,1.6190195503876887,1.274856711832221,1.308788259295436,1.701424737084068,1.929250841479941,1.366956626375233,1.2893988036021704,1.436402534011317
200,10.025,1.0149651009416756,1.164212517611733,1.1516251992573698,0.7385106153952433,1.1280913150949747,1.3863584412290293,1.2706255309331085,1.3035180422803698,1.2438242253908949,1.8044735742470828,1.751683123936663,1.3485560488389117,1.3341586532997054,1.732486596551056,1.90045621117512,1.3917482354565278,1.1949838297540525,1.415645953222283
201,10.075,1.0134802892980888,1.133878419734971,1.182822811953747,0.774663472008984,1.1036542117195305,1.2544266450145478,1.286993490606272,1.1748188002347797,1.2833749522071918,1.9766722891138333,1.4587461364373728,1.34945896660656,1.306694421890155,1.4730009846761742,1.758097949452209,1.3969751274025657,1.2164137163777446,1.427230315501245
202,10.125,1.0132712094850955,1.1449191295506858,1.1435729577346354,0.7403378179090331,1.132192628305104,1.24445645431848,1.289839703132397,1.289839703132397,1.2528165264684117,1.844282583378981,1.505536802758352,1.1762006271549623,1.3314591099394175,1.848987385887601,1.7313673231721056,1.3502783199738972,1.3502783199738972,1.430596019942479
203,10.175,1.0124779789660152,1.149690212463758,1.1576880574200277,0.7498018622355385,1.1210927899214038,1.2795594922942608,1.229890824386351,1.3292281602021712,1.2783769049631204,1.8681296234050249,1.8867643328654224,1.397603209529943,1.3976032095299429,1.7702973987379274,1.8122254950238263,1.3789685000695435,1.364992467974245,1.5467759602614044
204,10.225,1.0115652637503918,1.1771929213428434,1.189072648076634,0.7472942487847022,1.138260586123814,1.2986944341680138,1.26590503456774,1.2085235852672596,1.2319445849817412,1.82683797772958,1.563884026389716,0.9595512610296784,1.397807846596118,1.7115072973173593,1.8037718416471364,1.4531665731939838,1.2225052123695423,1.4742085381508236
205,10.275,1.0111381880796873,1.1337386688395146,1.1561781544064762,0.7495606106449492,1.1074950285125065,1.2153453297184362,1.3104391436849552,1.316237546975597,1.2768084045992352,1.8045333877238543,1.7314383644236484,1.288299785666144,1.333984175228774,1.745143681292436,1.927881239542954,1.548700806173131,1.215204762365938,1.412207038173765
206,10.325,1.0099889409228775,1.171976710922766,1.16917190657041,0.7391753380006196,1.1588123865896975,1.2851447577739066,1.2093453350633805,1.2782539011638596,1.2242755243851509,1.818768517379271,1.5880292278610049,1.1310749486189486,1.3301441395758835,1.7101853223118515,1.6287479260112885,1.425154435259876,1.144647848002376,1.4077035646240408
207,10.375,1.0096138540311177,1.1408355850344676,1.1517332465509984,0.7325867670071069,1.1590443775352413,1.2568636282398835,1.251176462501242,1.2261529332512169,1.3376213817285998,1.9267428169096248,1.693741359981019,1.0888337314163703,1.3532007690853654,1.6265294012516145,1.9043388306664908,1.362162363582618,1.3039119993504684,1.374553139647699
208,10.425,1.0091934444587582,1.1766898885255894,1.1800760464781814,0.7815876320520104,1.0431840994024486,1.242583219914579,1.2493425121353297,1.3000372037909556,1.1997743691831608,1.7574159773950526,1.5932129694061226,1.144983136787686,1.2248656812147336,1.6331542416196458,1.7574159773950542,1.3402515787204698,1.1671727324618653,1.3315115951181902
209,10.475,1.0078897812673977,1.1845587611283304,1.1738681759544596,0.78330546426904,1.1359045051650758,1.2753819738739505,1.2820768923719756,1.225170085138755,1.316667304611776,1.736283155927448,1.5736439742329775,1.2791351857592068,1.3318830284709269,1.5560613599957371,1.806613612876408,1.4066091389791968,1.2923221464371368,1.4180019553472034
210,10.525,1.0068434048480537,1.1502836019417055,1.15194466129469,0.7668061942611353,1.127348205490882,1.2765560562176166,1.2831875162499156,1.265503622830451,1.1881365891202926,1.8852771980713527,1.5848519632747635,1.1929929613661685,1.3627985288598934,1.4672942627021843,1.8112593865997293,1.4455243181517077,1.3366745953993198,1.3664416624377278
211,10.575,1.0068274964372648,1.1850914981955178,1.1727510799567586,0.7865392887967115,1.1189025574985012,1.325822893474251,1.3061161948098934,1.2940732122927865,1.298452478662644,1.6518460042059633,1.7467301088862006,1.0264734960862123,1.2809354131832142,1.7596688504335072,1.6647847457532683,1.3456291209197402,1.3499420347688422,1.331766183547628
212,10.625,1.005309054707336,1.171519051311123,1.1859847648142698,0.7653023712499095,1.160454269368305,1.2721615495037588,1.2483017420961864,1.2548089622982512,1.2992749670123644,1.6534254967974915,1.5637047334053802,1.285997608620273,1.3116321124465902,1.5978840718404708,1.7815980159290807,1.4611667181001102,1.3629011200992256,1.3710535898535126
213,10.675,1.005267047496642,1.19145161856094,1.1975067682402272,0.7522691336060477,1.1259721614906248,1.3419267458986548,1.234486654153367,1.3752331743396946,1.28068589360384,1.7226228043161282,1.6506705004503444,1.282444004196036,1.2993739580468089,1.7607152004803672,1.862294923585004,1.4390460773156846,1.4094186580768322,1.426650932532083
214,10.725,1.003879171972279,1.1739696833316178,1.1713701933157246,0.7782866091417906,1.1580743402403495,1.3730844659099737,1.2336472061935342,1.2059726355627902,1.2730302490142076,1.7024054054669584,1.538873851739837,1.3334111303903755,1.1614933431387864,1.48855645059303,1.6772467048935555,1.3543767142015453,1.3501835974393113,1.4006721462090663
215,10.775,1.0035637675550344,1.1660713111199552,1.185684131337569,0.7744474662714165,1.174769833093704,1.310806914304734,1.3171342204075729,1.2443702002249286,1.293934098030498,1.8361970134803376,1.5038536626241683,1.2213618143964244,1.50800795450987,1.6118652516524234,1.8611227647945492,1.3750706141674032,1.2504418575963394,1.333146178708634
216,10.825,1.002958767542179,1.1596424216765049,1.2006656556186834,0.7792245000731874,1.1284182598095842,1.2861878498385173,1.2632015519535071,1.2558877298991853,1.3175328014998944,1.6464015014056792,1.5764294375959385,1.2512651410683155,1.3294692123850855,1.5887774488564803,1.6916775426943351,1.4200212949623972,1.1442490434769463,1.338877220964546
217,10.875,1.001654694133842,1.1519208152923976,1.1758421828900618,0.7900199688973719,1.156369980222695,1.276458536808042,1.2764585368080423,1.2640355826785237,1.243330659129326,1.798504950114408,1.5456539140439016,1.3539765157323886,1.2968811204906612,1.7087836147345508,1.7618007674590122,1.313194090559726,1.1949250575590056,1.393885031794207
218,10.925,1.0003998708728836,1.1487239139235397,1.2038379953498324,0.7668964517816752,1.1796607315504009,1.280188341717305,1.316091059634056,1.2514661673839036,1.2381308721576816,1.6487274097874378,1.5679074387194252,1.2244225616803766,1.3820215052629987,1.6487274097874376,1.705301389535045,1.2971605356415872,1.3618165124959964,1.3212828229246418
219,10.975,0.99994429768897,1.1587131957431906,1.2043513720422387,0.7770798174590818,1.19028241637464,1.2705832796484209,1.238056347689421,1.256352746916358,1.27058327964842,1.7859010558549198,1.4054961224329077,1.3294151357485056,1.2653469364353247,1.6017049828295244,1.6377433449431889,1.22930857432166,1.325410873291432,1.383431819098011
220,11.025,0.99918468799553,1.155796240463005,1.2010214044234933,0.7856689571713156,1.1946197220579242,1.2963537793326714,1.2641212067307717,1.2369249735979182,1.2570703314741054,1.6665705152118808,1.5673698893064123,1.2300877612278174,1.404680862821443,1.448329138219849,1.6229222398134748,1.186439485829411,1.365000612459255,1.292078029905888
221,11.075,0.9988810901148222,1.192639249913368,1.1958271221222554,0.8009014062085118,1.202823131268458,1.2417526765958184,1.3066352521414202,1.2397562896559535,1.2467436439454809,1.7498634010783407,1.580775476929198,1.274057847077265,1.1836154690440022,1.506062208119112,1.761660232995725,1.4195521073916435,1.317312897440999,1.27514122960029
222,11.125,0.9982019349186254,1.1785978840759956,1.198111094077254,0.7932672495268397,1.1861001057673222,1.265239395559971,1.263260913315154,1.2434760908669924,1.2632609133151549,1.773139769407259,1.4535849098657312,1.3054985115416091,1.2509403647906163,1.5315251195100064,1.6172593501187091,1.2392493333439742,1.3990267631147388,1.2991360454482013
223,11.175,0.9984142693278908,1.1875979257983682,1.186492840879822,0.7893149811782308,1.2068830744025485,1.219628387129789,1.2764920900667085,1.2186479784584632,1.229432473843051,1.6646150864971754,1.5487486071586245,1.1161804176280363,1.2629446247902008,1.5217130953129634,1.7727571338798234,1.3440511603271852,1.3903977520626063,1.3460610890504054
224,11.225,0.9968354687467303,1.1870814713343212,1.178684462618132,0.7858447250977928,1.1854666619658218,1.2670889567241244,1.2573720168719456,1.183523273995386,1.1679761702318998,1.6689580327924216,1.5234983877325312,1.3129646909353214,1.2593742953869411,1.4354570236173352,1.462252221391525,1.309136805539009,1.2861694931611314,1.366320726153316
225,11.275,0.9961761376341892,1.1575789284307791,1.17802382041463,0.8056880879888438,1.2568389486001632,1.231798479126137,1.304993697588675,1.2606913285192445,1.2472079988024602,1.608660463179867,1.601072442127132,1.236847431595841,1.2520234737013116,1.4682820737042657,1.6466005684435434,1.4113719158087514,1.2709935263331498,1.3376209969033406
226,11.325,0.9959903028565796,1.1699761676496594,1.1857575751838665,0.7981541246834163,1.2619939131183442,1.2008988976572443,1.2438563304033303,1.2371740630872723,1.27440383813388,1.6020085020055457,1.4779092518501866,1.2898800849481271,1.3350070850046216,1.5155150852305983,1.5794450019772983,1.3425282516807038,1.3425282516807038,1.3663580705880884
227,11.375,0.995932839035011,1.184066552847247,1.167179250261976,0.8252505115339644,1.2130744262921,1.293504477957333,1.315267903702043,1.2092894826843243,1.2196980776057078,1.468672815077798,1.5469523306022488,1.2524722483912183,1.2822930162100568,1.509676370828701,1.6736905938323126,1.453762431168379,1.2636550363232828,1.265252577456436
228,11.425,0.9943267100423978,1.198570837631263,1.1598049475579204,0.8022127969722861,1.2578202987111922,1.219363451397874,1.251254495511357,1.22780519836909,1.21373562008373,1.4891014270101308,1.3449948372994718,1.3634700411085312,1.4521510193920133,1.4780163047246944,1.5001865492955653,1.2341436144451194,1.3634700411085303,1.2840643692271492
229,11.475,0.99485379620306,1.1717289713630203,1.140636580650048,0.7719101233894289,1.2096901737149168,1.25711077237707,1.3305662095204045,1.2199181459753812,1.222707592955508,1.6226692079342713,1.3955687770269918,1.3809171363232955,1.2417265496381895,1.3626025854436767,1.6519724893416614,1.3076589328048187,1.3186476633325903,1.3308698227971525
230,11.525,0.9943930429689262,1.1423629900510488,1.1560429470336215,0.8165223944227503,1.2425397032770833,1.259131479730338,1.2877062058442768,1.2425397032770822,1.31075033980713,1.6231449994926546,1.4887907154183195,1.2999684783408734,1.270918903405882,1.4742659279508232,1.65582577129452,1.3072308720746215,1.339911643876487,1.2753282138870865
231,11.575,0.993548829439222,1.186076517788228,1.1639309293102014,0.7707182815814505,1.2601566145348186,1.230914401579696,1.2446216889024098,1.2464493272121049,1.2610704336896663,1.5155552225699456,1.3895589451591428,1.3535600087560564,1.2167640504243271,1.4399574561234638,1.5443543716924144,1.2383634122661795,1.2419633059064883,1.264334073528406
232,11.625,0.9944630635729848,1.1629606437256688,1.1818525845208616,0.7967496128454721,1.2112889252581518,1.225784529449723,1.2928266988357382,1.2602115894047043,1.1786738158271173,1.4311663759594626,1.4668563105220431,1.3562175133780443,1.3883384544843658,1.3633555002905604,1.620323029141138,1.299113618077916,1.217026768583982,1.3796708989477389
233,11.675,0.9933992888932028,1.1496460100767203,1.1422213183926797,0.7854329106179441,1.3132150831314104,1.2638123269260566,1.2036307875486254,1.2503388479609596,1.2440512244439152,1.6737054981086608,1.4153957700707482,1.3517029604175657,1.344625981567212,1.510934984550525,1.6383206038568927,1.2313943199615516,1.2950871296147357,1.361921251308636
234,11.725,0.9942118153106893,1.1607752093914985,1.1713155435211702,0.8153093742127647,1.2895706279948014,1.2290106813762611,1.210308344920536,1.2352447935281696,1.248603605282259,1.431416920074592,1.308623801930938,1.378791298013026,1.3787912980130252,1.4384336696828013,1.6770031563618983,1.2805568034981034,1.2138976822201195,1.3030748417815887
235,11.775,0.9930868320207256,1.1572419741591276,1.1353446202902913,0.7870521314757362,1.310431574231745,1.198285475897896,1.2989520523550513,1.2512678845595573,1.260098286003167,1.4923378439701132,1.252311477457437,1.3079697653444355,1.2905765503797482,1.3775426252031808,1.6001757767511706,1.2766619784079989,1.307969765344435,1.33068743386974
236,11.825,0.993546186458258,1.1479697447385184,1.140403244056763,0.8199501085090565,1.3168849133025646,1.1890490108144172,1.238957548087187,1.3291431505274556,1.2056851899053402,1.4280050377567708,1.3486714245480615,1.3210771243015542,1.3521207120788752,1.41765717516433,1.7004987526910338,1.2969321115858596,1.4038600250410769,1.3020356492590006
237,11.875,0.9925262653960932,1.134245324876214,1.1340822179845145,0.8031589377026378,1.2346238153646951,1.2450425817390802,1.270221267143846,1.2736941892686409,1.2250732795215078,1.405744160059149,1.3715411391331362,1.2347290554290822,1.4536283893555677,1.3304975140219195,1.5049329207445878,1.2723523784476969,1.3168163056515143,1.3244945348389872
238,11.925,0.9937397230809122,1.150470763987371,1.1252390137860455,0.7944743773018249,1.3189984509582968,1.2165436104465233,1.2105168551223011,1.230319051187602,1.283698884059282,1.383805638081099,1.3431054722551838,1.3295387503132123,1.4346808453634925,1.3770222771101128,1.5703480647832082,1.234571696719412,1.3363221112841976,1.3933577178157528
239,11.975,0.993397738175708,1.1397608043096437,1.1359113447960734,0.7894115889375761,1.2832469400757291,1.1935989502500792,1.2644635517313072,1.2166512904909603,1.1901837887329116,1.3285495750496727,1.4361789077119245,1.3857276580264937,1.3453666582781492,1.3487300749238444,1.3823642413807986,1.1940129092218577,1.1805592426390763,1.3387084661427933
240,12.025,0.993953421131403,1.1382554170488313,1.146526697329231,0.8222545584442433,1.3242466556380286,1.223488757926439,1.2192552328125077,1.2869916346354238,1.2700575341796956,1.4642865348613174,1.4376024977795616,1.33420185408776,1.4509445163204404,1.33420185408776,1.4242604792386842,1.147413594515473,1.2374722196663972,1.3040121335628658
241,12.075,0.9928145428084474,1.151721936491824,1.1381555638663896,0.7913285632048191,1.2713171559209449,1.2200949983838392,1.199102310868632,1.208339093375324,1.2251332433874886,1.395950105556684,1.3529469032528054,1.3165595782264463,1.3661786578078454,1.468724755609402,1.4621088783318823,1.2801722532000877,1.1610864622047303,1.329993859636919
242,12.125,0.9936006417873304,1.1200268711252723,1.1267542290605133,0.7954520245895037,1.3682844308800173,1.2342042158029125,1.240866586738421,1.21838108483108,1.2483617540408678,1.440232989732798,1.2761973416994496,1.2729166287387828,1.2630744898567818,1.4467944156541317,1.5714615081594765,1.2696359157781154,1.3122851842667862,1.3753886937653297
243,12.175,0.9938613768971116,1.1504141669760188,1.113018723997705,0.7734848707674067,1.2686902357793106,1.2100463511827413,1.2389553083782332,1.2563006826955283,1.2463890402285027,1.2820058766693565,1.519534884275606,1.327559384977404,1.470727553945555,1.3828743593514623,1.31454409688939,1.265736766559339,1.3535899611534317,1.3564453559890657
244,12.225,0.9943992928561968,1.126402474582393,1.1214776379671945,0.8067811182600364,1.3050296134095114,1.1960723387180707,1.2460452241028663,1.2247453057421347,1.2657066872050822,1.378040172732257,1.329631267366956,1.277995101643967,1.5071305870397282,1.290904143074714,1.3877219538053172,1.345767569155389,1.2844496223593405,1.30190317327336
245,12.275,0.9942751975372508,1.1335783232240886,1.116328882000776,0.8009632479005394,1.3187966935985274,1.2237263219712764,1.2025995727207763,1.2391651002697186,1.2497284748949682,1.5108826736721308,1.3764397238962205,1.3604346108276597,1.4180530178744783,1.2964141585534177,1.4564652892390242,1.1843783670734918,1.232393706279174,1.2837733855788591
246,12.325,0.9941765162092024,1.1398438192593447,1.126519396292445,0.7911689589928173,1.3500296032284669,1.3161781146699028,1.2202655637539694,1.287162553048275,1.1912500021323424,1.3843451453819902,1.3748198347486276,1.365294524115266,1.374819834748627,1.365294524115265,1.460547630448889,1.2033642433481058,1.3240181780373623,1.255202668563684
247,12.375,0.9955705080111787,1.1338056297229868,1.1444693202396563,0.8274560087653237,1.3567310620039503,1.1944350068555698,1.2559955794980595,1.2224170853294287,1.262391483149227,1.354284144319223,1.2912941841183292,1.2503507099877476,1.4739650687009225,1.3920781204397594,1.294443682128374,1.165314263716541,1.303892176158508,1.2790175694261146
248,12.425,0.9950518677985046,1.1378096150641044,1.1165045509087863,0.8027223323167938,1.3291792881562716,1.1777036055561234,1.2348043864315723,1.228459855223189,1.2022886639886086,1.3496548206924175,1.352779021666243,1.2777981982944415,1.362151624587718,1.346530619718593,1.415263041142744,1.2278109827132409,1.2934192031635667,1.3181896537417503
249,12.475,0.996023827757591,1.1214652525968534,1.1056512328251265,0.7977360104661011,1.2894372003490528,1.2508878270622288,1.1934571280839008,1.17300235858477,1.1651351395466425,1.3853457524411326,1.2272861699478492,1.3574528849423178,1.3791473374413954,1.239682999947322,1.35435367744245,1.369849714941791,1.400841789940474,1.269030597497095
250,12.525,0.9954656209950674,1.1104766848315537,1.124258676959117,0.7792757107475801,1.3298923153089044,1.2760410419777335,1.2346770204335011,1.233116113960134,1.2463838189837562,1.3527856102516242,1.1713893579678831,1.4173503780136334,1.2728482787367557,1.3527856102516236,1.4327229417664928,1.2298051002287491,1.2943698679907585,1.2848012313690804
251,12.575,0.995952728500879,1.1191178223148477,1.0974452780563455,0.8087612724729178,1.3216604476040057,1.2279750848857365,1.228749344081756,1.204747309005174,1.2008760130250804,1.25664613753831,1.314598265240319,1.4640537524718171,1.4793043123933989,1.3725503929423282,1.3481494970677983,1.299347705318738,1.2474958015853612,1.309525119797018
252,12.625,0.9964980538134708,1.1352355919276709,1.097139469356308,0.7781917843680033,1.2943135443082616,1.2336305947531565,1.1783246154117937,1.2543703370061663,1.2681968318415078,1.379856252254181,1.3647262494882366,1.3919602544669367,1.3132842400840234,1.1529062107650063,1.3495962467222913,1.2951282367648895,1.1498802102118173,1.2950973592082244
253,12.675,0.9973187973141592,1.1089735378139265,1.0979496593719342,0.794659630618771,1.2780254295581417,1.217820296024991,1.2124856639397752,1.2452555467489583,1.287932603430685,1.3840021682553514,1.3479760814461013,1.3599847770491846,1.2428999949191226,1.2879326034306848,1.4080195594615177,1.2158804298121857,1.2909347773314557,1.230309245192421
254,12.725,0.9977713345572796,1.1167528987390385,1.130389159013644,0.8374019460213968,1.2869045810309176,1.184829305802261,1.1508042140593748,1.243050018340087,1.242293905190245,1.340382401992462,1.2897457334727465,1.3701686775922943,1.3433610295524452,1.2212372995931322,1.262938085432898,1.185493768873333,1.3939976980721618,1.1935786151075745
255,12.775,0.9977404761348452,1.1047868140452364,1.117752802933125,0.7969820510665999,1.324863877274269,1.2123329703710186,1.2310881215215606,1.2430914182579074,1.1995794675886504,1.4658571468932504,1.359464289457451,1.430392861081318,1.3771964323634178,1.3683303609104345,1.3683303609104338,1.264892860625628,1.3653750037594394,1.2439641069236875
256,12.825,0.9979125188224126,1.111851139602664,1.1125503291005905,0.8155660325764226,1.3115762331995835,1.235650707781674,1.2058759919315134,1.1984323129689731,1.2430943867442146,1.4573821144537045,1.3811407965949594,1.2843729700819366,1.401667305249237,1.2755758949443887,1.307831837115396,1.2051992938440088,1.3312907041488566,1.2451451962543023
257,12.875,0.9984205238894202,1.1139162314034936,1.1069785368880252,0.8089069428697158,1.2282878611726398,1.166984257758732,1.1721544411791824,1.2460142043284694,1.200221151175911,1.198766337659334,1.26568775942187,1.4722712787757843,1.3326091811844054,1.3442476893170203,1.3675247055822497,1.2482299972229478,1.3820728407480187,1.2207963709103553
258,12.925,0.99863690283152,1.085488333637073,1.0971913407856209,0.7939687202740301,1.2569135587107338,1.16750046590449,1.226132002170879,1.2429885688474656,1.2356596268141675,1.235704044644672,1.3598518809057032,1.3136573371806688,1.1606379110914922,1.4002721066651074,1.3742876758197755,1.2472526805759316,1.319431655146298,1.2035917661623463
259,12.975,0.9988834669459256,1.1238636492524423,1.080554048375586,0.8034526592510167,1.2705172514062917,1.178155665299481,1.2188820339765,1.2479722973172278,1.230518139312791,1.2720378788081936,1.2777677791631854,1.300687380583153,1.4210152880379825,1.2491182773882266,1.2834976795181776,1.3264719321806164,1.3637162844880633,1.2126632480888655
260,13.025,0.9991271657949434,1.0711893699610116,1.0968133151480304,0.8022338004115531,1.288205517863601,1.216758825276208,1.197995047424974,1.1943866286074287,1.1922215773169014,1.2338605435508772,1.2423895334832566,1.3760103757571995,1.350423405960061,1.3959113522660838,1.3333654260953025,1.321993439518797,1.2736624965686474,1.2435789504466146
261,13.075,0.999828821778494,1.0989349722367567,1.0973204742364084,0.7987233177510258,1.2654807903187912,1.187417742132742,1.1831206936087402,1.23253675163477,1.206038285736754,1.170837211464368,1.334472291620834,1.413468537213611,1.2498334570571443,1.235726984629864,1.3203658191935523,1.2780464019117086,1.1003048493279604,1.2435863049822058
262,13.125,1.0008542723254994,1.114344363596966,1.0912456846007677,0.7978364773283543,1.2466179372102366,1.2203209795837942,1.1805201788518835,1.2032634935558328,1.2004205792178393,1.3775212201369469,1.371921540380293,1.2599279452472076,1.3579223409886567,1.2739271446388432,1.2263298667072822,1.3103250630570955,1.3019255434221146,1.2784411721977778
263,13.175,1.0008152001679005,1.0996745781187358,1.0893390416573236,0.8304006103454123,1.24704872750826,1.2364685629649206,1.2047280693349034,1.212486856666685,1.19767462630601,1.2642762277545851,1.2170395335307884,1.250383082394645,1.2364899370347044,1.2865052603304907,1.2309326788907289,1.2198181626027762,1.411543568569955,1.2593994501996697
264,13.225,1.0013921464281634,1.0955834054621654,1.0915066937145572,0.8081680751298865,1.258637713092446,1.2047360980156283,1.193535762415251,1.2327369370165728,1.206136139965676,1.235430957132574,1.2823111497023365,1.210612031654464,1.3264336838856423,1.4174364106387116,1.2519769074513138,1.301614758407533,1.2685228577700534,1.184892646295062
265,13.275,1.0015272067123764,1.0856492403942908,1.0566742306121877,0.80874669946321,1.2234682820716576,1.2165207052285478,1.1609400904836673,1.2359739203892548,1.260985197024451,1.228878970704019,1.302775924398915,1.297302075977071,1.3410928633518242,1.354777484406435,1.3191974696644475,1.2617220612350837,1.2890913033443052,1.1824350425125545
266,13.325,1.0016320442717863,1.0896938724224163,1.091118816858537,0.8325693532084814,1.2508501058244534,1.203960465694319,1.1798260920979264,1.2156828757268523,1.2467127846365,1.1897932749598128,1.309315887056232,1.3337636940759543,1.3283308480715712,1.260420273016787,1.369077193104442,1.2685695420233625,1.2495545810080224,1.1937015978507215
267,13.375,1.002249887961539,1.088376271963201,1.0730760030484203,0.8010691170410429,1.2127703264226493,1.2394622241260822,1.1956601355871157,1.1936069126868512,1.250412746260824,1.232141136410999,1.2995449184903758,1.3804294569856266,1.3049372210567256,1.1890027158801983,1.3265064313221266,1.302241069773551,1.3399871877380012,1.2074906103933984
268,13.425,1.0028701292786024,1.0809223812592217,1.085899473687688,0.8282687807838944,1.2268503385918397,1.202394850114926,1.1976396162444156,1.2254917003431218,1.204432807488002,1.3086156586510156,1.2818546022368842,1.3567855601964516,1.2711501796712326,1.2818546022368849,1.2872068135197108,1.3166439755752553,1.3219961868580814,1.28412109987196
269,13.475,1.0027559328096969,1.1002768330706325,1.079755897431967,0.8408952289579339,1.221808322937528,1.1678653506224057,1.1719110735460403,1.19281397531815,1.1820253808551255,1.2989222538152825,1.3573604738233318,1.259078012900703,1.301578536542921,1.2617342956283426,1.328141363819307,1.2989222538152825,1.288297122904728,1.207524444043882
270,13.525,1.0029790490674668,1.0682666028780703,1.089516256348691,0.8166767058956937,1.217476504635273,1.183341649365125,1.1813337167021751,1.2107833957587728,1.198735799781074,1.2919728346455244,1.197052381487894,1.3816199292943965,1.2893361553911455,1.4633569861801352,1.297246193154282,1.3157029479349311,1.2366025703035728,1.2003885878913938
271,13.575,1.0031115973450355,1.084126217840493,1.0737667340642134,0.8318855976492641,1.1846064897673023,1.229784976197014,1.1434143403755064,1.1939079428557724,1.2171615755769478,1.2510655734145764,1.248448281419985,1.3897820491279071,1.2720039093713056,1.264152033387532,1.25891744939835,1.2720039093713058,1.2039543175119356,1.2541368854490438
272,13.625,1.0027811171222318,1.085971932620797,1.071723584389036,0.790593566252459,1.16867334863838,1.2201160806890536,1.1851614037828273,1.1660352598152688,1.1409734159957097,1.327638185752235,1.3951892480409995,1.2367040634404387,1.3042551257292014,1.3692080702376286,1.254890887902797,1.2938626546078529,1.2834701834865052,1.230951088355407
273,13.675,1.0040258771632509,1.07706121100122,1.0907135798970902,0.806623470343602,1.192223625882933,1.1647258816286317,1.1640711734321,1.1968065832586496,1.2171025373511102,1.2483102947190872,1.3282640532651449,1.475275802849831,1.3798471232948586,1.1993063781908588,1.2225187597042304,1.3798471232948593,1.2869975972413732,1.2349934409257035
